item_id,condition,eval_prefix,continuation,continuation_sum_logprob,continuation_mean_logprob,model,continuation_sum_surprisal,continuation_mean_surprisal,count,log_count
34,probable,He filled a purse with,coins.,-7.170253753662109,-3.5851268768310547,gpt2-medium,7.170253753662109,3.5851268768310547,1816,7.504391559161238
34,improbable,He filled a purse with,cream.,-14.761959075927734,-7.380979537963867,gpt2-medium,14.761959075927734,7.380979537963867,3547,8.173857454773621
34,impossible,He filled a purse with,sofas.,-16.98882508277893,-4.247206270694733,gpt2-medium,16.98882508277893,4.247206270694733,125,4.8283137373023015
34,inconceivable,He filled a purse with,luck.,-14.6966552734375,-7.34832763671875,gpt2-medium,14.6966552734375,7.34832763671875,4840,8.484669999710677
34,inconceivable_syntactic,He filled a purse with,nor.,-21.444210052490234,-10.722105026245115,gpt2-medium,21.444210052490234,10.722105026245115,16941,9.737491998340946
35,probable,He grew flowers inside,a pot.,-9.59978485107422,-3.1999282836914062,gpt2-medium,9.59978485107422,3.1999282836914062,501,6.2166061010848646
35,improbable,He grew flowers inside,a mug.,-13.80499267578125,-4.601664225260417,gpt2-medium,13.80499267578125,4.601664225260417,137,4.919980925828125
35,impossible,He grew flowers inside,a marble.,-17.798660278320312,-5.9328867594401045,gpt2-medium,17.798660278320312,5.9328867594401045,103,4.634728988229636
35,inconceivable,He grew flowers inside,a sneeze.,-19.46234130859375,-3.89246826171875,gpt2-medium,19.46234130859375,3.89246826171875,17,2.833213344056216
35,inconceivable_syntactic,He grew flowers inside,been.,-15.957874298095703,-7.978937149047852,gpt2-medium,15.957874298095703,7.978937149047852,308621,12.63986926585065
36,probable,He hung a painting using,screws.,-10.32284164428711,-5.161420822143555,gpt2-medium,10.32284164428711,5.161420822143555,1108,7.010311867307229
36,improbable,He hung a painting using,string.,-9.364665985107422,-4.682332992553711,gpt2-medium,9.364665985107422,4.682332992553711,30078,10.311549286491559
36,impossible,He hung a painting using,vapor.,-16.814998626708984,-8.407499313354492,gpt2-medium,16.814998626708984,8.407499313354492,1862,7.529406457837013
36,inconceivable,He hung a painting using,a handshake.,-13.52017593383789,-4.506725311279297,gpt2-medium,13.52017593383789,4.506725311279297,56,4.02535169073515
36,inconceivable_syntactic,He hung a painting using,could.,-15.98782730102539,-7.993913650512695,gpt2-medium,15.98782730102539,7.993913650512695,186154,12.134329567117272
37,probable,He hid a gift inside,a closet.,-9.45500946044922,-3.15166982014974,gpt2-medium,9.45500946044922,3.15166982014974,175,5.1647859739235145
37,improbable,He hid a gift inside,a forest.,-13.726043701171877,-4.575347900390625,gpt2-medium,13.726043701171877,4.575347900390625,393,5.973809611869261
37,impossible,He hid a gift inside,a cloud.,-12.953483581542969,-4.317827860514323,gpt2-medium,12.953483581542969,4.317827860514323,756,6.628041376179533
37,inconceivable,He hid a gift inside,a gasp.,-18.44112014770508,-6.147040049235026,gpt2-medium,18.44112014770508,6.147040049235026,77,4.343805421853684
37,inconceivable_syntactic,He hid a gift inside,find.,-17.686668395996094,-8.843334197998047,gpt2-medium,17.686668395996094,8.843334197998047,77677,11.260314482240034
38,probable,He lifted a box using,a forklift.,-7.615550994873047,-1.9038877487182615,gpt2-medium,7.615550994873047,1.9038877487182615,42,3.7376696182833684
38,improbable,He lifted a box using,a pulley.,-11.157897472381592,-2.789474368095398,gpt2-medium,11.157897472381592,2.789474368095398,53,3.970291913552122
38,impossible,He lifted a box using,foam.,-14.631160736083984,-7.315580368041992,gpt2-medium,14.631160736083984,7.315580368041992,1813,7.502738210754851
38,inconceivable,He lifted a box using,an emotion.,-17.894672393798828,-5.964890797932942,gpt2-medium,17.894672393798828,5.964890797932942,116,4.7535901911063645
38,inconceivable_syntactic,He lifted a box using,very.,-17.603374481201172,-8.801687240600586,gpt2-medium,17.603374481201172,8.801687240600586,123955,11.727673875496055
39,probable,He lit a candle using,a match.,-7.945953369140625,-2.648651123046875,gpt2-medium,7.945953369140625,2.648651123046875,975,6.882437470997847
39,improbable,He lit a candle using,a blowtorch.,-11.189834594726562,-2.2379669189453124,gpt2-medium,11.189834594726562,2.2379669189453124,17,2.833213344056216
39,impossible,He lit a candle using,yogurt.,-13.911827087402344,-6.955913543701172,gpt2-medium,13.911827087402344,6.955913543701172,521,6.255750041753367
39,inconceivable,He lit a candle using,surprises.,-19.13299560546875,-9.566497802734377,gpt2-medium,19.13299560546875,9.566497802734377,755,6.626717749249025
39,inconceivable_syntactic,He lit a candle using,does.,-16.04744291305542,-8.02372145652771,gpt2-medium,16.04744291305542,8.02372145652771,86331,11.365944024621301
40,probable,He made a sandwich using,bread.,-9.454093933105469,-4.727046966552734,gpt2-medium,9.454093933105469,4.727046966552734,4474,8.406038142050075
40,improbable,He made a sandwich using,lettuce.,-9.668895721435549,-4.834447860717773,gpt2-medium,9.668895721435549,4.834447860717773,465,6.142037405587356
40,impossible,He made a sandwich using,a star.,-14.882225036621094,-4.960741678873698,gpt2-medium,14.882225036621094,4.960741678873698,1067,6.9726062513017535
40,inconceivable,He made a sandwich using,a mile.,-17.96419334411621,-5.988064448038737,gpt2-medium,17.96419334411621,5.988064448038737,1096,6.999422467507961
40,inconceivable_syntactic,He made a sandwich using,went.,-17.651615142822266,-8.825807571411133,gpt2-medium,17.651615142822266,8.825807571411133,42410,10.655139462468636
41,probable,He made a smoothie using,a blender.,-8.179824829101562,-2.7266082763671875,gpt2-medium,8.179824829101562,2.7266082763671875,141,4.948759890378168
41,improbable,He made a smoothie using,a whisk.,-12.432811737060549,-4.144270579020183,gpt2-medium,12.432811737060549,4.144270579020183,45,3.8066624897703196
41,impossible,He made a smoothie using,wind.,-15.21491241455078,-7.607456207275391,gpt2-medium,15.21491241455078,7.607456207275391,12744,9.452815851589884
41,inconceivable,He made a smoothie using,decades.,-21.00766372680664,-10.50383186340332,gpt2-medium,21.00766372680664,10.50383186340332,8172,9.008468955937513
41,inconceivable_syntactic,He made a smoothie using,gave.,-17.55225372314453,-8.776126861572266,gpt2-medium,17.55225372314453,8.776126861572266,24520,10.107244390050148
42,probable,He melted a chocolate bar using,a stove.,-11.185007095336914,-3.728335698445638,gpt2-medium,11.185007095336914,3.728335698445638,49,3.8918202981106265
42,improbable,He melted a chocolate bar using,a radiator.,-14.059467315673828,-4.686489105224609,gpt2-medium,14.059467315673828,4.686489105224609,50,3.912023005428146
42,impossible,He melted a chocolate bar using,a napkin.,-10.948047637939451,-2.7370119094848637,gpt2-medium,10.948047637939451,2.7370119094848637,61,4.110873864173311
42,inconceivable,He melted a chocolate bar using,a promise.,-14.793045043945312,-4.9310150146484375,gpt2-medium,14.793045043945312,4.9310150146484375,630,6.4457198193855785
42,inconceivable_syntactic,He melted a chocolate bar using,took.,-18.214672088623047,-9.107336044311523,gpt2-medium,18.214672088623047,9.107336044311523,43553,10.681733866245636
43,probable,He opened a jar using,his hands.,-6.504518508911133,-2.168172836303711,gpt2-medium,6.504518508911133,2.168172836303711,3473,8.152774052744075
43,improbable,He opened a jar using,his feet.,-10.293933868408203,-3.431311289469401,gpt2-medium,10.293933868408203,3.431311289469401,1893,7.545918151209323
43,impossible,He opened a jar using,his mind.,-10.056194305419922,-3.352064768473307,gpt2-medium,10.056194305419922,3.352064768473307,2752,7.920083199053234
43,inconceivable,He opened a jar using,an opinion.,-19.39392471313477,-6.464641571044922,gpt2-medium,19.39392471313477,6.464641571044922,819,6.70808408385307
43,inconceivable_syntactic,He opened a jar using,never.,-16.179189682006836,-8.089594841003418,gpt2-medium,16.179189682006836,8.089594841003418,67512,11.120060638837803
44,probable,He packed a suit inside,a suitcase.,-6.984054565429688,-2.3280181884765625,gpt2-medium,6.984054565429688,2.3280181884765625,122,4.804021044733257
44,improbable,He packed a suit inside,a pocket.,-11.900108337402344,-3.9667027791341143,gpt2-medium,11.900108337402344,3.9667027791341143,295,5.68697535633982
44,impossible,He packed a suit inside,a raspberry.,-19.911190032958984,-6.637063344319661,gpt2-medium,19.911190032958984,6.637063344319661,38,3.6375861597263857
44,inconceivable,He packed a suit inside,a groan.,-18.95123863220215,-4.737809658050537,gpt2-medium,18.95123863220215,4.737809658050537,80,4.382026634673881
44,inconceivable_syntactic,He packed a suit inside,got.,-19.426258087158203,-9.713129043579102,gpt2-medium,19.426258087158203,9.713129043579102,62378,11.04096792808962
45,probable,He painted a wall using,a brush.,-7.79644775390625,-2.59881591796875,gpt2-medium,7.79644775390625,2.59881591796875,212,5.356586274672012
45,improbable,He painted a wall using,a mop.,-13.13107681274414,-3.282769203186035,gpt2-medium,13.13107681274414,3.282769203186035,37,3.6109179126442243
45,impossible,He painted a wall using,a bathtub.,-13.94843864440918,-3.487109661102295,gpt2-medium,13.94843864440918,3.487109661102295,56,4.02535169073515
45,inconceivable,He painted a wall using,a whisper.,-18.555984497070312,-6.1853281656901045,gpt2-medium,18.555984497070312,6.1853281656901045,291,5.673323267171493
45,inconceivable_syntactic,He painted a wall using,decide.,-17.693321228027344,-8.846660614013672,gpt2-medium,17.693321228027344,8.846660614013672,8214,9.013595294516504
46,probable,He paved a road using,cement.,-8.477588653564453,-4.238794326782227,gpt2-medium,8.477588653564453,4.238794326782227,2126,7.661997558901893
46,improbable,He paved a road using,seashells.,-14.598837852478027,-3.649709463119507,gpt2-medium,14.598837852478027,3.649709463119507,31,3.4339872044851463
46,impossible,He paved a road using,a comet.,-15.287338256835938,-5.0957794189453125,gpt2-medium,15.287338256835938,5.0957794189453125,57,4.04305126783455
46,inconceivable,He paved a road using,happiness.,-13.825801849365234,-6.912900924682617,gpt2-medium,13.825801849365234,6.912900924682617,2914,7.97728198675515
46,inconceivable_syntactic,He paved a road using,although.,-15.703853607177734,-7.851926803588867,gpt2-medium,15.703853607177734,7.851926803588867,22446,10.018867703576202
47,probable,He plucked a hair using,tweezers.,-8.188447952270508,-2.047111988067627,gpt2-medium,8.188447952270508,2.047111988067627,113,4.727387818712341
47,improbable,He plucked a hair using,tongs.,-8.746994018554688,-2.9156646728515625,gpt2-medium,8.746994018554688,2.9156646728515625,158,5.062595033026967
47,impossible,He plucked a hair using,a spoon.,-8.158090591430664,-2.719363530476888,gpt2-medium,8.158090591430664,2.719363530476888,261,5.564520407322694
47,inconceivable,He plucked a hair using,sympathy.,-14.289424896240234,-7.144712448120117,gpt2-medium,14.289424896240234,7.144712448120117,1707,7.442492722794441
47,inconceivable_syntactic,He plucked a hair using,since.,-17.84909439086914,-8.92454719543457,gpt2-medium,17.84909439086914,8.92454719543457,70555,11.164147826491861
48,probable,He polished jewelry using,a cloth.,-12.505653381347656,-4.168551127115886,gpt2-medium,12.505653381347656,4.168551127115886,172,5.147494476813453
48,improbable,He polished jewelry using,a shirt.,-16.410171508789062,-5.4700571695963545,gpt2-medium,16.410171508789062,5.4700571695963545,243,5.493061443340548
48,impossible,He polished jewelry using,a chainsaw.,-9.881706237792969,-2.470426559448242,gpt2-medium,9.881706237792969,2.470426559448242,44,3.784189633918261
48,inconceivable,He polished jewelry using,music.,-12.524211883544922,-6.262105941772461,gpt2-medium,12.524211883544922,6.262105941772461,21143,9.95906416042487
48,inconceivable_syntactic,He polished jewelry using,know.,-20.072153091430664,-10.036076545715332,gpt2-medium,20.072153091430664,10.036076545715332,132036,11.790829891657912
49,probable,He popped a balloon using,a thumbtack.,-14.034038543701172,-2.8068077087402346,gpt2-medium,14.034038543701172,2.8068077087402346,6,1.791759469228055
49,improbable,He popped a balloon using,a spear.,-11.739028930664062,-3.913009643554688,gpt2-medium,11.739028930664062,3.913009643554688,140,4.941642422609304
49,impossible,He popped a balloon using,cotton balls.,-12.677410125732422,-4.225803375244141,gpt2-medium,12.677410125732422,4.225803375244141,19,2.9444389791664403
49,inconceivable,He popped a balloon using,a story.,-16.039276123046875,-5.346425374348958,gpt2-medium,16.039276123046875,5.346425374348958,2744,7.917171988845776
49,inconceivable_syntactic,He popped a balloon using,because.,-17.014293670654297,-8.507146835327148,gpt2-medium,17.014293670654297,8.507146835327148,140150,11.850468556592935
50,probable,He removed a stain using,bleach.,-6.988990783691406,-3.494495391845703,gpt2-medium,6.988990783691406,3.494495391845703,269,5.594711379601839
50,improbable,He removed a stain using,vinegar.,-7.535089492797852,-3.767544746398926,gpt2-medium,7.535089492797852,3.767544746398926,1193,7.084226422097916
50,impossible,He removed a stain using,dirt.,-11.020626068115234,-5.510313034057617,gpt2-medium,11.020626068115234,5.510313034057617,2624,7.8724551500639794
50,inconceivable,He removed a stain using,truth.,-16.92760467529297,-8.463802337646484,gpt2-medium,16.92760467529297,8.463802337646484,13635,9.52039529527969
50,inconceivable_syntactic,He removed a stain using,would.,-17.84023094177246,-8.92011547088623,gpt2-medium,17.84023094177246,8.92011547088623,284609,12.558871587468873
51,probable,He rinsed fruit using,a sink.,-11.530174255371094,-3.8433914184570312,gpt2-medium,11.530174255371094,3.8433914184570312,151,5.017279836814924
51,improbable,He rinsed fruit using,a hose.,-9.2349853515625,-3.078328450520833,gpt2-medium,9.2349853515625,3.078328450520833,112,4.718498871295094
51,impossible,He rinsed fruit using,a clock.,-15.931968688964844,-5.310656229654948,gpt2-medium,15.931968688964844,5.310656229654948,410,6.016157159698354
51,inconceivable,He rinsed fruit using,a giggle.,-18.179122924804688,-4.544780731201172,gpt2-medium,18.179122924804688,4.544780731201172,37,3.6109179126442243
51,inconceivable_syntactic,He rinsed fruit using,create.,-17.405704498291016,-8.702852249145508,gpt2-medium,17.405704498291016,8.702852249145508,32407,10.38612972782783
52,probable,He sewed a shirt using,a needle.,-7.8594970703125,-2.619832356770833,gpt2-medium,7.8594970703125,2.619832356770833,290,5.66988092298052
52,improbable,He sewed a shirt using,a toothpick.,-10.662471771240234,-2.6656179428100586,gpt2-medium,10.662471771240234,2.6656179428100586,70,4.248495242049359
52,impossible,He sewed a shirt using,a potato.,-13.485191345214844,-4.495063781738281,gpt2-medium,13.485191345214844,4.495063781738281,99,4.59511985013459
52,inconceivable,He sewed a shirt using,thunder.,-17.944740295410156,-8.972370147705078,gpt2-medium,17.944740295410156,8.972370147705078,1563,7.354362330421477
52,inconceivable_syntactic,He sewed a shirt using,upon.,-19.25128173828125,-9.625640869140623,gpt2-medium,19.25128173828125,9.625640869140623,43869,10.68896319927999
53,probable,He shattered a window using,a stone.,-10.701534271240234,-3.567178090413412,gpt2-medium,10.701534271240234,3.567178090413412,695,6.543911845564792
53,improbable,He shattered a window using,a frisbee.,-12.12008285522461,-2.424016571044922,gpt2-medium,12.12008285522461,2.424016571044922,6,1.791759469228055
53,impossible,He shattered a window using,confetti.,-13.245000839233398,-4.415000279744466,gpt2-medium,13.245000839233398,4.415000279744466,73,4.290459441148391
53,inconceivable,He shattered a window using,a concept.,-19.466632843017575,-6.488877614339192,gpt2-medium,19.466632843017575,6.488877614339192,715,6.5722825426940075
53,inconceivable_syntactic,He shattered a window using,must.,-19.325607299804688,-9.662803649902344,gpt2-medium,19.325607299804688,9.662803649902344,87033,11.374042636061565
54,probable,He shaved his beard using,a razor.,-5.308860778808594,-1.7696202596028645,gpt2-medium,5.308860778808594,1.7696202596028645,148,4.997212273764115
54,improbable,He shaved his beard using,a knife.,-8.216598510742188,-2.738866170247396,gpt2-medium,8.216598510742188,2.738866170247396,872,6.77078942390898
54,impossible,He shaved his beard using,a teabag.,-14.832923889160156,-2.966584777832032,gpt2-medium,14.832923889160156,2.966584777832032,2,0.6931471805599453
54,inconceivable,He shaved his beard using,a belief.,-19.60829257965088,-6.536097526550293,gpt2-medium,19.60829257965088,6.536097526550293,426,6.054439346269371
54,inconceivable_syntactic,He shaved his beard using,now.,-17.21776580810547,-8.608882904052734,gpt2-medium,17.21776580810547,8.608882904052734,131006,11.782998402661148
55,probable,He smashed a pumpkin using,a hammer.,-5.190147399902344,-1.7300491333007812,gpt2-medium,5.190147399902344,1.7300491333007812,266,5.583496308781699
55,improbable,He smashed a pumpkin using,a boulder.,-11.948135375976562,-3.982711791992188,gpt2-medium,11.948135375976562,3.982711791992188,52,3.9512437185814275
55,impossible,He smashed a pumpkin using,a leaf.,-14.927238464355469,-4.975746154785156,gpt2-medium,14.927238464355469,4.975746154785156,415,6.028278520230698
55,inconceivable,He smashed a pumpkin using,a number.,-18.763015747070312,-6.2543385823567705,gpt2-medium,18.763015747070312,6.2543385823567705,16442,9.707594315712079
55,inconceivable_syntactic,He smashed a pumpkin using,remember.,-20.436466217041016,-10.218233108520508,gpt2-medium,20.436466217041016,10.218233108520508,16488,9.710388122570295
56,probable,He split a log using,an axe.,-7.307868957519531,-2.435956319173177,gpt2-medium,7.307868957519531,2.435956319173177,122,4.804021044733257
56,improbable,He split a log using,a saw.,-7.469593048095703,-2.4898643493652344,gpt2-medium,7.469593048095703,2.4898643493652344,146,4.983606621708336
56,impossible,He split a log using,a feather.,-11.165626525878906,-3.7218755086263022,gpt2-medium,11.165626525878906,3.7218755086263022,147,4.990432586778736
56,inconceivable,He split a log using,a gasp.,-18.474441528320312,-6.1581471761067705,gpt2-medium,18.474441528320312,6.1581471761067705,77,4.343805421853684
56,inconceivable_syntactic,He split a log using,forward.,-16.992454528808594,-8.496227264404297,gpt2-medium,16.992454528808594,8.496227264404297,21720,9.985988774047872
57,probable,He squeezed juice from,an orange.,-9.190326690673828,-3.0634422302246094,gpt2-medium,9.190326690673828,3.0634422302246094,274,5.6131281063880705
57,improbable,He squeezed juice from,meat.,-15.179851531982422,-7.589925765991211,gpt2-medium,15.179851531982422,7.589925765991211,6566,8.789660098061537
57,impossible,He squeezed juice from,an envelope.,-12.31844711303711,-4.106149037679036,gpt2-medium,12.31844711303711,4.106149037679036,267,5.58724865840025
57,inconceivable,He squeezed juice from,a mumble.,-21.616966247558597,-5.404241561889648,gpt2-medium,21.616966247558597,5.404241561889648,10,2.302585092994046
57,inconceivable_syntactic,He squeezed juice from,did.,-19.931095123291016,-9.965547561645508,gpt2-medium,19.931095123291016,9.965547561645508,126438,11.747507348425268
58,probable,He squished a blueberry using,his finger.,-6.650350570678711,-2.2167835235595703,gpt2-medium,6.650350570678711,2.2167835235595703,442,6.091309882077698
58,improbable,He squished a blueberry using,his nose.,-8.354856491088867,-2.784952163696289,gpt2-medium,8.354856491088867,2.784952163696289,585,6.371611847231857
58,impossible,He squished a blueberry using,his breath.,-10.858942031860352,-3.6196473439534502,gpt2-medium,10.858942031860352,3.6196473439534502,601,6.398594934535208
58,inconceivable,He squished a blueberry using,a sight.,-18.778396606445312,-6.2594655354817705,gpt2-medium,18.778396606445312,6.2594655354817705,221,5.3981627015177525
58,inconceivable_syntactic,He squished a blueberry using,hence.,-19.369489669799805,-9.684744834899902,gpt2-medium,19.369489669799805,9.684744834899902,8576,9.056722883310583
59,probable,He started a fire using,kindling.,-11.713397979736328,-3.904465993245443,gpt2-medium,11.713397979736328,3.904465993245443,135,4.90527477843843
59,improbable,He started a fire using,furniture.,-11.254508972167969,-5.627254486083984,gpt2-medium,11.254508972167969,5.627254486083984,2451,7.804251383528112
59,impossible,He started a fire using,milk.,-10.897171020507812,-5.448585510253906,gpt2-medium,10.897171020507812,5.448585510253906,6648,8.802071336535285
59,inconceivable,He started a fire using,humor.,-14.185375213623049,-7.092687606811523,gpt2-medium,14.185375213623049,7.092687606811523,2604,7.86480400332846
59,inconceivable_syntactic,He started a fire using,again.,-15.141582489013672,-7.570791244506836,gpt2-medium,15.141582489013672,7.570791244506836,61526,11.027215128682634
60,probable,He stored dishes inside,a cabinet.,-10.22894287109375,-3.4096476236979165,gpt2-medium,10.22894287109375,3.4096476236979165,224,5.4116460518550396
60,improbable,He stored dishes inside,an attic.,-12.462059020996094,-4.154019673665364,gpt2-medium,12.462059020996094,4.154019673665364,35,3.5553480614894135
60,impossible,He stored dishes inside,a thimble.,-15.153076171875,-3.78826904296875,gpt2-medium,15.153076171875,3.78826904296875,13,2.5649493574615367
60,inconceivable,He stored dishes inside,an equation.,-17.904319763183594,-5.968106587727864,gpt2-medium,17.904319763183594,5.968106587727864,310,5.736572297479192
60,inconceivable_syntactic,He stored dishes inside,quite.,-19.67388916015625,-9.836944580078123,gpt2-medium,19.67388916015625,9.836944580078123,27974,10.23903078633925
61,probable,He took a vacation to,the beach.,-8.252250671386719,-2.7507502237955728,gpt2-medium,8.252250671386719,2.7507502237955728,2037,7.619233416226805
61,improbable,He took a vacation to,the desert.,-10.86797332763672,-3.622657775878906,gpt2-medium,10.86797332763672,3.622657775878906,936,6.841615476477592
61,impossible,He took a vacation to,the sun.,-11.690441131591797,-3.896813710530599,gpt2-medium,11.690441131591797,3.896813710530599,5158,8.54830418644129
61,inconceivable,He took a vacation to,a verb.,-23.94883346557617,-7.982944488525391,gpt2-medium,23.94883346557617,7.982944488525391,183,5.209486152841421
61,inconceivable_syntactic,He took a vacation to,while.,-20.07095718383789,-10.035478591918944,gpt2-medium,20.07095718383789,10.035478591918944,103193,11.544356300271714
62,probable,He tightened a bolt using,a wrench.,-6.720584869384766,-2.2401949564615884,gpt2-medium,6.720584869384766,2.2401949564615884,77,4.343805421853684
62,improbable,He tightened a bolt using,chopsticks.,-10.476816177368164,-3.492272059122721,gpt2-medium,10.476816177368164,3.492272059122721,108,4.68213122712422
62,impossible,He tightened a bolt using,a house.,-18.293960571289062,-6.0979868570963545,gpt2-medium,18.293960571289062,6.0979868570963545,2315,7.747164966520335
62,inconceivable,He tightened a bolt using,a dream.,-17.69121551513672,-5.897071838378906,gpt2-medium,17.69121551513672,5.897071838378906,1568,7.357556200910353
62,inconceivable_syntactic,He tightened a bolt using,put.,-20.81210708618164,-10.40605354309082,gpt2-medium,20.81210708618164,10.40605354309082,53834,10.893660516800988
63,probable,He turned an apple into,a pie.,-6.6548919677734375,-2.218297322591146,gpt2-medium,6.6548919677734375,2.218297322591146,303,5.713732805509369
63,improbable,He turned an apple into,a salad.,-8.682456970214844,-2.894152323404948,gpt2-medium,8.682456970214844,2.894152323404948,193,5.262690188904886
63,impossible,He turned an apple into,a cherry.,-10.277820587158203,-3.425940195719401,gpt2-medium,10.277820587158203,3.425940195719401,76,4.330733340286331
63,inconceivable,He turned an apple into,honesty.,-15.127323150634766,-7.563661575317383,gpt2-medium,15.127323150634766,7.563661575317383,879,6.778784897685177
63,inconceivable_syntactic,He turned an apple into,below.,-19.13260078430176,-9.56630039215088,gpt2-medium,19.13260078430176,9.56630039215088,34819,10.45791849378284
64,probable,He unlocked a door using,a key.,-7.507625579833984,-2.5025418599446616,gpt2-medium,7.507625579833984,2.5025418599446616,5160,8.548691858475609
64,improbable,He unlocked a door using,a screwdriver.,-8.311779022216797,-2.077944755554199,gpt2-medium,8.311779022216797,2.077944755554199,64,4.1588830833596715
64,impossible,He unlocked a door using,a marshmallow.,-13.54699182510376,-3.38674795627594,gpt2-medium,13.54699182510376,3.38674795627594,9,2.1972245773362196
64,inconceivable,He unlocked a door using,a lie.,-14.12302017211914,-4.70767339070638,gpt2-medium,14.12302017211914,4.70767339070638,738,6.6039438246004725
64,inconceivable_syntactic,He unlocked a door using,off.,-18.954469680786133,-9.477234840393066,gpt2-medium,18.954469680786133,9.477234840393066,86233,11.364808214017287
65,probable,He washed his hair using,shampoo.,-7.49639892578125,-3.748199462890625,gpt2-medium,7.49639892578125,3.748199462890625,252,5.529429087511423
65,improbable,He washed his hair using,detergent.,-8.543909072875977,-2.8479696909586587,gpt2-medium,8.543909072875977,2.8479696909586587,584,6.369900982828227
65,impossible,He washed his hair using,a rainbow.,-15.15121841430664,-5.050406138102214,gpt2-medium,15.15121841430664,5.050406138102214,142,4.955827057601261
65,inconceivable,He washed his hair using,applause.,-17.801715850830078,-8.900857925415039,gpt2-medium,17.801715850830078,8.900857925415039,625,6.437751649736401
65,inconceivable_syntactic,He washed his hair using,if.,-16.824642181396484,-8.412321090698242,gpt2-medium,16.824642181396484,8.412321090698242,339456,12.735099615225371
66,probable,He wore shoes made of,leather.,-5.072044372558594,-2.536022186279297,gpt2-medium,5.072044372558594,2.536022186279297,2757,7.921898411023797
66,improbable,He wore shoes made of,wood.,-5.184661865234375,-2.5923309326171875,gpt2-medium,5.184661865234375,2.5923309326171875,7781,8.95944014361693
66,impossible,He wore shoes made of,stars.,-10.766143798828123,-5.383071899414063,gpt2-medium,10.766143798828123,5.383071899414063,9883,9.198571388376184
66,inconceivable,He wore shoes made of,traffic.,-16.04875946044922,-8.02437973022461,gpt2-medium,16.04875946044922,8.02437973022461,9268,9.134322885552267
66,inconceivable_syntactic,He wore shoes made of,there.,-13.54499053955078,-6.772495269775391,gpt2-medium,13.54499053955078,6.772495269775391,270508,12.508056951692714
67,probable,He wrapped a present using,paper.,-8.724231719970703,-4.362115859985352,gpt2-medium,8.724231719970703,4.362115859985352,29558,10.294109713774517
67,improbable,He wrapped a present using,a dress.,-11.698078155517578,-3.899359385172526,gpt2-medium,11.698078155517578,3.899359385172526,298,5.697093486505405
67,impossible,He wrapped a present using,ketchup.,-11.75510025024414,-3.918366750081381,gpt2-medium,11.75510025024414,3.918366750081381,199,5.293304824724492
67,inconceivable,He wrapped a present using,gossip.,-15.908329010009766,-7.954164505004883,gpt2-medium,15.908329010009766,7.954164505004883,966,6.873163834212518
67,inconceivable_syntactic,He wrapped a present using,any.,-15.433521270751951,-7.716760635375977,gpt2-medium,15.433521270751951,7.716760635375977,194344,12.17738506366592
68,probable,He wrote a letter using,a pen.,-9.233501434326172,-3.077833811442057,gpt2-medium,9.233501434326172,3.077833811442057,485,6.184148890937483
68,improbable,He wrote a letter using,a stylus.,-10.577383041381836,-2.644345760345459,gpt2-medium,10.577383041381836,2.644345760345459,43,3.7612001156935624
68,impossible,He wrote a letter using,a snowflake.,-14.794979095458984,-3.698744773864746,gpt2-medium,14.794979095458984,3.698744773864746,25,3.2188758248682006
68,inconceivable,He wrote a letter using,a marathon.,-17.739627838134766,-5.913209279378255,gpt2-medium,17.739627838134766,5.913209279378255,145,4.976733742420574
68,inconceivable_syntactic,He wrote a letter using,among.,-20.825511932373047,-10.412755966186523,gpt2-medium,20.825511932373047,10.412755966186523,43517,10.68090694533025
69,probable,He wrote an equation on,a chalkboard.,-7.298526763916016,-1.824631690979004,gpt2-medium,7.298526763916016,1.824631690979004,23,3.1354942159291497
69,improbable,He wrote an equation on,a billboard.,-12.890209197998049,-4.296736399332683,gpt2-medium,12.890209197998049,4.296736399332683,54,3.9889840465642745
69,impossible,He wrote an equation on,an atom.,-13.231239318847656,-4.410413106282552,gpt2-medium,13.231239318847656,4.410413106282552,208,5.337538079701318
69,inconceivable,He wrote an equation on,a scream.,-18.061199188232425,-6.020399729410808,gpt2-medium,18.061199188232425,6.020399729410808,142,4.955827057601261
69,inconceivable_syntactic,He wrote an equation on,across.,-19.647682189941406,-9.823841094970703,gpt2-medium,19.647682189941406,9.823841094970703,41103,10.623836390521218
0,probable,He baked a cake inside,an oven.,-7.843231201171875,-2.614410400390625,gpt2-xl,7.843231201171875,2.614410400390625,192,5.2574953720277815
0,improbable,He baked a cake inside,an airfryer.,-21.37586259841919,-3.5626437664031982,gpt2-xl,21.37586259841919,3.5626437664031982,0,-inf
0,impossible,He baked a cake inside,a freezer.,-9.392132759094238,-3.13071091969808,gpt2-xl,9.392132759094238,3.13071091969808,69,4.23410650459726
0,inconceivable,He baked a cake inside,a sigh.,-15.635233879089355,-5.211744626363118,gpt2-xl,15.635233879089355,5.211744626363118,437,6.07993319509559
0,inconceivable_syntactic,He baked a cake inside,grasp.,-20.398740768432617,-10.199370384216309,gpt2-xl,20.398740768432617,10.199370384216309,1776,7.4821189235521155
1,probable,He boiled water using,a kettle.,-7.466387271881103,-2.488795757293701,gpt2-xl,7.466387271881103,2.488795757293701,58,4.060443010546419
1,improbable,He boiled water using,a microwave.,-8.134913444519043,-2.711637814839681,gpt2-xl,8.134913444519043,2.711637814839681,188,5.236441962829949
