item_id,prefix,infinitive_prefix,expt_prefix,sentence_prefix,prefix_type,condition,continuation,joint_count,cond_count,event_unigram_count,cond_prob,joint_prob
27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,material,improbable,wire,6647149,258711708208,6647149,2.5693267019271507e-05,2.5693267019271507e-05
27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,material,impossible_physics,lava,783653,258711708208,783653,3.0290588911807416e-06,3.0290588911807416e-06
27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,material,impossible_magic,telepathy,154801,258711708208,154801,5.983532831670011e-07,5.983532831670011e-07
27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,material,inconceivable_syntactic,for,1655716448,258711708208,1655716448,0.006399851245498449,0.006399851245498449
27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,material,inconceivable_semantic,sadness,1793078,258711708208,1793078,6.930795720147287e-06,6.930795720147287e-06
28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,tool,probable,shampoo,261421,258711708208,261421,1.0104722426780228e-06,1.0104722426780228e-06
28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,tool,improbable,detergent,451218,258711708208,451218,1.7440957857122882e-06,1.7440957857122882e-06
28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,tool,impossible_physics,air,41284788,258711708208,41284788,0.0001595783518494946,0.0001595783518494946
28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,tool,impossible_magic,mermaids,66144,258711708208,66144,2.5566682102698384e-07,2.5566682102698384e-07
28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,tool,inconceivable_syntactic,though,67749186,258711708208,67749186,0.0002618713566126306,0.0002618713566126306
28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,tool,inconceivable_semantic,minutes,26793952,258711708208,26793952,0.0001035668319211054,0.0001035668319211054
29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,tool,probable,a closet,213171,3902120543,1921126,5.462952711248418e-05,8.239712128861751e-07
29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,tool,improbable,a tarp,24880,3902120543,117679,6.3760203524804334e-06,9.616882116520558e-08
29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,tool,impossible_physics,a cloud,929190,3902120543,4189731,0.00023812437103381406,3.591603976627708e-06
29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,tool,impossible_magic,invisibility,212798,258711708208,212798,8.225294536299605e-07,8.225294536299605e-07
29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,tool,inconceivable_syntactic,during,95529658,258711708208,95529658,0.00036925139052151326,0.00036925139052151326
29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,tool,inconceivable_semantic,concepts,10141245,258711708208,10141245,3.919901836002955e-05,3.919901836002955e-05
30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,tool,probable,a pencil,534949,3902120543,2722500,0.0001370918694348495,2.0677417489351108e-06
30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,tool,improbable,lipstick,431501,258711708208,431501,1.6678835410613896e-06,1.6678835410613896e-06
30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,tool,impossible_physics,a mountain,1103920,3902120543,9007707,0.0002829025879224357,4.2669889493847965e-06
30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,tool,impossible_magic,magic,5126958,258711708208,5126958,1.9817263144032155e-05,1.9817263144032155e-05
30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,tool,inconceivable_syntactic,always,76485586,258711708208,76485586,0.0002956402187198533,0.0002956402187198533
30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,tool,inconceivable_semantic,a smell,132575,3902120543,5095346,3.397511648834781e-05,5.124429849669265e-07
