rt,stimulus,response,task_type,correct_response,attemps,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,correct,attempts,session_file_id
3957,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,26630,0.0-1.0-0.0,anon_subject_34,659f04805339f753c1b65235,65a04790fcd1e50633ac35c2,0.7572490404532561,True,0,session-65a04834c6250
3121,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,29755,0.0-1.0-0.1,anon_subject_34,659f04805339f753c1b65235,65a04790fcd1e50633ac35c2,0.7572490404532561,True,0,session-65a04834c6250
2877,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,3,32634,0.0-1.0-0.2,anon_subject_34,659f04805339f753c1b65235,65a04790fcd1e50633ac35c2,0.7572490404532561,True,0,session-65a04834c6250
3758,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,36395,0.0-1.0-0.3,anon_subject_34,659f04805339f753c1b65235,65a04790fcd1e50633ac35c2,0.7572490404532561,True,0,session-65a04834c6250
2637,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,39034,0.0-1.0-0.4,anon_subject_34,659f04805339f753c1b65235,65a04790fcd1e50633ac35c2,0.7572490404532561,True,0,session-65a04834c6250
3840,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,42874,0.0-1.0-0.5,anon_subject_34,659f04805339f753c1b65235,65a04790fcd1e50633ac35c2,0.7572490404532561,True,0,session-65a04834c6250
2327,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,45203,0.0-1.0-0.6,anon_subject_34,659f04805339f753c1b65235,65a04790fcd1e50633ac35c2,0.7572490404532561,True,0,session-65a04834c6250
3228,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,48434,0.0-1.0-0.7,anon_subject_34,659f04805339f753c1b65235,65a04790fcd1e50633ac35c2,0.7572490404532561,True,0,session-65a04834c6250
5571,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,29174,0.0-1.0-0.0,anon_subject_100,659f04805339f753c1b65235,65a03eb12526f0c2765ca39b,0.39447283722353355,True,0,session-65a03f547a3c0
3687,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,32863,0.0-1.0-0.1,anon_subject_100,659f04805339f753c1b65235,65a03eb12526f0c2765ca39b,0.39447283722353355,True,0,session-65a03f547a3c0
3494,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,3,36358,0.0-1.0-0.2,anon_subject_100,659f04805339f753c1b65235,65a03eb12526f0c2765ca39b,0.39447283722353355,True,0,session-65a03f547a3c0
3981,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,40340,0.0-1.0-0.3,anon_subject_100,659f04805339f753c1b65235,65a03eb12526f0c2765ca39b,0.39447283722353355,True,0,session-65a03f547a3c0
2702,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,43045,0.0-1.0-0.4,anon_subject_100,659f04805339f753c1b65235,65a03eb12526f0c2765ca39b,0.39447283722353355,True,0,session-65a03f547a3c0
4530,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,47575,0.0-1.0-0.5,anon_subject_100,659f04805339f753c1b65235,65a03eb12526f0c2765ca39b,0.39447283722353355,True,0,session-65a03f547a3c0
5323,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,52899,0.0-1.0-0.6,anon_subject_100,659f04805339f753c1b65235,65a03eb12526f0c2765ca39b,0.39447283722353355,True,0,session-65a03f547a3c0
6391,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,59291,0.0-1.0-0.7,anon_subject_100,659f04805339f753c1b65235,65a03eb12526f0c2765ca39b,0.39447283722353355,True,0,session-65a03f547a3c0
6036,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,38305,0.0-1.0-0.0,anon_subject_24,659f04805339f753c1b65235,65a03f64ee5c94479846d5d1,0.7502314815888207,True,0,session-65a0402b0caee
2302,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,40607,0.0-1.0-0.1,anon_subject_24,659f04805339f753c1b65235,65a03f64ee5c94479846d5d1,0.7502314815888207,True,0,session-65a0402b0caee
4432,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,3,45040,0.0-1.0-0.2,anon_subject_24,659f04805339f753c1b65235,65a03f64ee5c94479846d5d1,0.7502314815888207,True,0,session-65a0402b0caee
4252,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,49293,0.0-1.0-0.3,anon_subject_24,659f04805339f753c1b65235,65a03f64ee5c94479846d5d1,0.7502314815888207,True,0,session-65a0402b0caee
2734,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,52028,0.0-1.0-0.4,anon_subject_24,659f04805339f753c1b65235,65a03f64ee5c94479846d5d1,0.7502314815888207,True,0,session-65a0402b0caee
4960,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,56988,0.0-1.0-0.5,anon_subject_24,659f04805339f753c1b65235,65a03f64ee5c94479846d5d1,0.7502314815888207,True,0,session-65a0402b0caee
2614,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,59603,0.0-1.0-0.6,anon_subject_24,659f04805339f753c1b65235,65a03f64ee5c94479846d5d1,0.7502314815888207,True,0,session-65a0402b0caee
4891,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,64494,0.0-1.0-0.7,anon_subject_24,659f04805339f753c1b65235,65a03f64ee5c94479846d5d1,0.7502314815888207,True,0,session-65a0402b0caee
3177,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,68513,0.0-1.0-0.0,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,0,session-65a0408b98e5b
3037,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,71551,0.0-1.0-0.1,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,0,session-65a0408b98e5b
2663,Could someone find an alligator under their bed?,0,practice,1,1,html-keyboard-response,3,74214,0.0-1.0-0.2,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,False,0,session-65a0408b98e5b
2079,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,76294,0.0-1.0-0.3,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,0,session-65a0408b98e5b
2002,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,78297,0.0-1.0-0.4,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,0,session-65a0408b98e5b
2600,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,80897,0.0-1.0-0.5,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,0,session-65a0408b98e5b
2767,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,83665,0.0-1.0-0.6,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,0,session-65a0408b98e5b
1865,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,85530,0.0-1.0-0.7,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,0,session-65a0408b98e5b
2300,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,9,100994,0.0-1.1-0.8,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,1,session-65a0408b98e5b
4194,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,10,105189,0.0-1.1-0.9,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,1,session-65a0408b98e5b
2272,Could someone find an alligator under their bed?,0,practice,1,1,html-keyboard-response,11,107463,0.0-1.1-0.10,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,False,1,session-65a0408b98e5b
5481,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,12,112945,0.0-1.1-0.11,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,1,session-65a0408b98e5b
1748,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,13,114694,0.0-1.1-0.12,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,1,session-65a0408b98e5b
3982,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,14,118677,0.0-1.1-0.13,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,1,session-65a0408b98e5b
1943,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,15,120620,0.0-1.1-0.14,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,1,session-65a0408b98e5b
2124,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,16,122744,0.0-1.1-0.15,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,1,session-65a0408b98e5b
3605,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,17,131460,0.0-1.2-0.16,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,2,session-65a0408b98e5b
10162,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,18,141623,0.0-1.2-0.17,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,2,session-65a0408b98e5b
4873,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,19,146497,0.0-1.2-0.18,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,2,session-65a0408b98e5b
5883,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,20,152382,0.0-1.2-0.19,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,2,session-65a0408b98e5b
1997,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,21,154379,0.0-1.2-0.20,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,2,session-65a0408b98e5b
2021,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,22,156401,0.0-1.2-0.21,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,2,session-65a0408b98e5b
1259,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,23,157661,0.0-1.2-0.22,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,2,session-65a0408b98e5b
2285,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,24,159947,0.0-1.2-0.23,anon_subject_236,659f04805339f753c1b65235,65a03f17cb1340048e21034e,0.9355140316739947,True,2,session-65a0408b98e5b
2696,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,37181,0.0-1.0-0.0,anon_subject_169,659f04805339f753c1b65235,65a05a60afefad5d38f372e2,0.28789187637557345,True,0,session-65a05b175dd44
2146,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,39327,0.0-1.0-0.1,anon_subject_169,659f04805339f753c1b65235,65a05a60afefad5d38f372e2,0.28789187637557345,True,0,session-65a05b175dd44
2819,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,3,42146,0.0-1.0-0.2,anon_subject_169,659f04805339f753c1b65235,65a05a60afefad5d38f372e2,0.28789187637557345,True,0,session-65a05b175dd44
2796,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,44943,0.0-1.0-0.3,anon_subject_169,659f04805339f753c1b65235,65a05a60afefad5d38f372e2,0.28789187637557345,True,0,session-65a05b175dd44
3136,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,48080,0.0-1.0-0.4,anon_subject_169,659f04805339f753c1b65235,65a05a60afefad5d38f372e2,0.28789187637557345,True,0,session-65a05b175dd44
2981,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,51062,0.0-1.0-0.5,anon_subject_169,659f04805339f753c1b65235,65a05a60afefad5d38f372e2,0.28789187637557345,True,0,session-65a05b175dd44
2091,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,53153,0.0-1.0-0.6,anon_subject_169,659f04805339f753c1b65235,65a05a60afefad5d38f372e2,0.28789187637557345,True,0,session-65a05b175dd44
2165,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,55319,0.0-1.0-0.7,anon_subject_169,659f04805339f753c1b65235,65a05a60afefad5d38f372e2,0.28789187637557345,True,0,session-65a05b175dd44
3155,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,22827,0.0-1.0-0.0,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,0,session-65a05b056049a
1274,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,24102,0.0-1.0-0.1,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,0,session-65a05b056049a
1560,Could someone find an alligator under their bed?,0,practice,1,1,html-keyboard-response,3,25663,0.0-1.0-0.2,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,False,0,session-65a05b056049a
1267,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,26931,0.0-1.0-0.3,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,0,session-65a05b056049a
1958,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,28889,0.0-1.0-0.4,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,0,session-65a05b056049a
1683,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,30573,0.0-1.0-0.5,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,0,session-65a05b056049a
1152,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,31726,0.0-1.0-0.6,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,0,session-65a05b056049a
1622,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,33349,0.0-1.0-0.7,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,0,session-65a05b056049a
1726,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,9,38740,0.0-1.1-0.8,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,1,session-65a05b056049a
4073,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,10,42814,0.0-1.1-0.9,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,1,session-65a05b056049a
1765,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,11,44579,0.0-1.1-0.10,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,1,session-65a05b056049a
1439,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,12,46018,0.0-1.1-0.11,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,1,session-65a05b056049a
949,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,13,46967,0.0-1.1-0.12,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,1,session-65a05b056049a
1154,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,14,48121,0.0-1.1-0.13,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,1,session-65a05b056049a
745,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,15,48867,0.0-1.1-0.14,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,1,session-65a05b056049a
723,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,16,49591,0.0-1.1-0.15,anon_subject_39,659f04805339f753c1b65235,65a05a7097cef2e56e5ff016,0.9865838288692361,True,1,session-65a05b056049a
3562,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,13827,0.0-1.0-0.0,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,0,session-65a02eaac68f9
2409,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,16236,0.0-1.0-0.1,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,0,session-65a02eaac68f9
2378,Could someone find an alligator under their bed?,0,practice,1,1,html-keyboard-response,3,18616,0.0-1.0-0.2,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,False,0,session-65a02eaac68f9
1842,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,20459,0.0-1.0-0.3,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,0,session-65a02eaac68f9
1261,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,21721,0.0-1.0-0.4,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,0,session-65a02eaac68f9
1939,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,23661,0.0-1.0-0.5,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,0,session-65a02eaac68f9
1162,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,24823,0.0-1.0-0.6,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,0,session-65a02eaac68f9
2883,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,27707,0.0-1.0-0.7,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,0,session-65a02eaac68f9
3931,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,9,34986,0.0-1.1-0.8,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,1,session-65a02eaac68f9
4194,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,10,39180,0.0-1.1-0.9,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,1,session-65a02eaac68f9
2623,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,11,41804,0.0-1.1-0.10,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,1,session-65a02eaac68f9
2720,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,12,44524,0.0-1.1-0.11,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,1,session-65a02eaac68f9
971,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,13,45496,0.0-1.1-0.12,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,1,session-65a02eaac68f9
1627,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,14,47124,0.0-1.1-0.13,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,1,session-65a02eaac68f9
4487,Could someone eat vegetables for dinner?,0,practice,1,1,html-keyboard-response,15,51612,0.0-1.1-0.14,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,False,1,session-65a02eaac68f9
1435,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,16,53048,0.0-1.1-0.15,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,1,session-65a02eaac68f9
1982,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,17,58431,0.0-1.2-0.16,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,2,session-65a02eaac68f9
5278,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,18,63709,0.0-1.2-0.17,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,2,session-65a02eaac68f9
2849,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,19,66559,0.0-1.2-0.18,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,2,session-65a02eaac68f9
1646,Could someone pour a glass of honey?,0,practice,1,1,html-keyboard-response,20,68206,0.0-1.2-0.19,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,False,2,session-65a02eaac68f9
1086,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,21,69292,0.0-1.2-0.20,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,2,session-65a02eaac68f9
1337,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,22,70630,0.0-1.2-0.21,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,2,session-65a02eaac68f9
1607,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,23,72237,0.0-1.2-0.22,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,2,session-65a02eaac68f9
1088,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,24,73326,0.0-1.2-0.23,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,2,session-65a02eaac68f9
1084,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,25,78158,0.0-1.3-0.24,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,3,session-65a02eaac68f9
4406,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,26,82565,0.0-1.3-0.25,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,3,session-65a02eaac68f9
2607,Could someone find an alligator under their bed?,0,practice,1,1,html-keyboard-response,27,85172,0.0-1.3-0.26,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,False,3,session-65a02eaac68f9
1043,Could someone pour a glass of honey?,0,practice,1,1,html-keyboard-response,28,86216,0.0-1.3-0.27,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,False,3,session-65a02eaac68f9
1130,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,29,87346,0.0-1.3-0.28,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,3,session-65a02eaac68f9
1273,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,30,88620,0.0-1.3-0.29,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,3,session-65a02eaac68f9
995,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,31,89616,0.0-1.3-0.30,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,3,session-65a02eaac68f9
1000,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,32,90616,0.0-1.3-0.31,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,3,session-65a02eaac68f9
4733,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,33,98466,0.0-1.4-0.32,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,4,session-65a02eaac68f9
2432,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,34,100899,0.0-1.4-0.33,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,4,session-65a02eaac68f9
4214,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,35,105114,0.0-1.4-0.34,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,4,session-65a02eaac68f9
2707,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,36,107821,0.0-1.4-0.35,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,4,session-65a02eaac68f9
722,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,37,108544,0.0-1.4-0.36,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,4,session-65a02eaac68f9
1156,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,38,109701,0.0-1.4-0.37,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,4,session-65a02eaac68f9
1198,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,39,110899,0.0-1.4-0.38,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,4,session-65a02eaac68f9
1020,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,40,111921,0.0-1.4-0.39,anon_subject_228,659f04805339f753c1b65235,65a02da2158e1166c55f4805,0.6331516146143021,True,4,session-65a02eaac68f9
3772,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,27789,0.0-1.0-0.0,anon_subject_208,659f04805339f753c1b65235,65a03ea3fc7c4acd585d5f99,0.9043168482406388,True,0,session-65a03f3e9d711
1928,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,29719,0.0-1.0-0.1,anon_subject_208,659f04805339f753c1b65235,65a03ea3fc7c4acd585d5f99,0.9043168482406388,True,0,session-65a03f3e9d711
1528,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,3,31248,0.0-1.0-0.2,anon_subject_208,659f04805339f753c1b65235,65a03ea3fc7c4acd585d5f99,0.9043168482406388,True,0,session-65a03f3e9d711
1507,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,32756,0.0-1.0-0.3,anon_subject_208,659f04805339f753c1b65235,65a03ea3fc7c4acd585d5f99,0.9043168482406388,True,0,session-65a03f3e9d711
5012,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,37769,0.0-1.0-0.4,anon_subject_208,659f04805339f753c1b65235,65a03ea3fc7c4acd585d5f99,0.9043168482406388,True,0,session-65a03f3e9d711
5547,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,43318,0.0-1.0-0.5,anon_subject_208,659f04805339f753c1b65235,65a03ea3fc7c4acd585d5f99,0.9043168482406388,True,0,session-65a03f3e9d711
2361,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,45680,0.0-1.0-0.6,anon_subject_208,659f04805339f753c1b65235,65a03ea3fc7c4acd585d5f99,0.9043168482406388,True,0,session-65a03f3e9d711
2879,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,48561,0.0-1.0-0.7,anon_subject_208,659f04805339f753c1b65235,65a03ea3fc7c4acd585d5f99,0.9043168482406388,True,0,session-65a03f3e9d711
2380,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,15982,0.0-1.0-0.0,anon_subject_135,659f04805339f753c1b65235,65a027e846af5282e74c23ba,0.9562123336792084,True,0,session-65a0288579c79
4540,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,20523,0.0-1.0-0.1,anon_subject_135,659f04805339f753c1b65235,65a027e846af5282e74c23ba,0.9562123336792084,True,0,session-65a0288579c79
