rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,task_type,session_file_id,language,gender,feedback
200767,survey-text,46,313398,0.0-4.0,anon_subject_31,659f04805339f753c1b65235,65a02abf7b9063ef91411d9e,0.6912217385606416,survey,session-65a02c12618ed,English,Male,
8788,survey-text,54,127753,0.0-4.0,anon_subject_278,659f04805339f753c1b65235,65a05ca8c9e1a662cc1f67cf,0.026706667397647488,survey,session-65a05d34f18cc,English,Female,
10197,survey-text,62,144697,0.0-4.0,anon_subject_281,659f04805339f753c1b65235,65a05a8239341d75b93cfd3c,0.8890390842388958,survey,session-65a05b3dbf6e2,English,Female,
8073,survey-text,54,120515,0.0-4.0,anon_subject_194,659f04805339f753c1b65235,65a04795fe51d8b6cef36a06,0.3603332391324071,survey,session-65a0481d18893,English,Male,
37981,survey-text,102,438711,0.0-4.0,anon_subject_256,659f04805339f753c1b65235,65a0472ab11a9bdf0677551b,0.06766187323333273,survey,session-65a048fa7df12,English,Female,Nothing to add.
8034,survey-text,62,120967,0.0-4.0,anon_subject_218,659f04805339f753c1b65235,65a0473104c0c720ac5ca4ef,0.017088213941740316,survey,session-65a047b55cf32,english,male,
14809,survey-text,54,673181,0.0-4.0,anon_subject_253,659f04805339f753c1b65235,65a05d1f3e71fc9f72cd994e,0.678642556070659,survey,session-65a05fed82019,english,male,nice study
13742,survey-text,54,159625,0.0-4.0,anon_subject_171,659f04805339f753c1b65235,65a03f5539341d75b93cf6c7,0.9932319703116781,survey,session-65a040653ec0f,English,Female,N/A
11574,survey-text,46,88609,0.0-4.0,anon_subject_163,659f04805339f753c1b65235,65a04753fc35e12f32bde2d3,0.15639593185298595,survey,session-65a047c729d9f,English,Female,
7185,survey-text,54,112510,0.0-4.0,anon_subject_114,659f04805339f753c1b65235,65a047146bac4df6251b8fc1,0.9774638490997802,survey,session-65a047912c169,english,male,
9287,survey-text,46,159123,0.0-4.0,anon_subject_120,659f04805339f753c1b65235,65a03f49e6891ded9ae078f3,0.938757886610172,survey,session-65a03fffbac72,english,female,
8044,survey-text,46,136102,0.0-4.0,anon_subject_160,659f04805339f753c1b65235,65a04766461451c85ed4f448,0.12272541383576141,survey,session-65a0480a3ecdf,English,Male,
10544,survey-text,78,252238,0.0-4.0,anon_subject_180,659f04805339f753c1b65235,65a05b982c73291ebb384a49,0.3944721842127905,survey,session-65a05ddd1ec2f,English,Female,
21227,survey-text,62,229382,0.0-4.0,anon_subject_88,659f04805339f753c1b65235,65a05a8e277118eefd0f4627,0.3257964881443767,survey,session-65a05b8c7a9bf,English,Male,
4520,survey-text,46,77199,0.0-4.0,anon_subject_238,659f04805339f753c1b65235,65a0474a6451f41271c33090,0.18570924259063948,survey,session-65a047a1d67c5,English,Male,
16019,survey-text,62,186609,0.0-4.0,anon_subject_179,659f04805339f753c1b65235,65a05a82e0a30daee58a6de3,0.7013822465798254,survey,session-65a05b54f0320,English,Woman,
8091,survey-text,70,133077,0.0-4.0,anon_subject_54,659f04805339f753c1b65235,65a048432a197f9cd83e4309,0.7230288644411063,survey,session-65a048d54b0cb,English,male,
12488,survey-text,54,153811,0.0-4.0,anon_subject_45,659f04805339f753c1b65235,65a03f822fb72900ba26554e,0.17161122431440168,survey,session-65a0402dec6dd,english,female,
11494,survey-text,46,133520,0.0-4.0,anon_subject_207,659f04805339f753c1b65235,65a03ebc2fb72900ba265521,0.1384644279547682,survey,session-65a03f5bb5c55,English,Non-binary,
5887,survey-text,70,144710,0.0-4.0,anon_subject_167,659f04805339f753c1b65235,65a0472d958dc9b1a7f39985,0.0759738127939864,survey,session-65a047c619722,English,Female,
4738,survey-text,46,88775,0.0-4.0,anon_subject_266,659f04805339f753c1b65235,65a0257d591c52695cdbe046,0.05153068693263907,survey,session-65a025e041e9b,English,Female,
17361,survey-text,62,199221,0.0-4.0,anon_subject_55,659f04805339f753c1b65235,65a047ab4720b6d4848fd62c,0.8300249422159358,survey,session-65a04880b87da,English,Female,
7845,survey-text,46,87592,0.0-4.0,anon_subject_221,659f04805339f753c1b65235,65a047085068c51fec46d7e8,0.09009117329510219,survey,session-65a049244b3f9,English,Male,
10820,survey-text,46,93767,0.0-4.0,anon_subject_150,659f04805339f753c1b65235,65a05a6f6616b428b1412c29,0.7749787625843192,survey,session-65a05ada8a5a0,English,Woman,N/A
20947,survey-text,46,119030,0.0-4.0,anon_subject_252,659f04805339f753c1b65235,65a04772318f24d898a60b6f,0.5724190430326754,survey,session-65a04820afc22,English,Male,I don't really have any.
9233,survey-text,46,92110,0.0-4.0,anon_subject_197,659f04805339f753c1b65235,65a0472ae1f78d9853e38f75,0.5893754308536094,survey,session-65a0478f5a60e,English,woman,
11770,survey-text,54,167288,0.0-4.0,anon_subject_71,659f04805339f753c1b65235,65a04874dc0d74b929e38c63,0.030408508982043614,survey,session-65a04929a442a,English,nonbinary,
9359,survey-text,54,250530,0.0-4.0,anon_subject_35,659f04805339f753c1b65235,65a05a726e869bf85df4de03,0.18819349818917352,survey,session-65a05bba92998,english,male,none
7545,survey-text,78,232850,0.0-4.0,anon_subject_165,659f04805339f753c1b65235,65a02b82b11a9bdf06774e9c,0.4578861962008951,survey,session-65a02cacdf987,english,female,
8597,survey-text,46,98027,0.0-4.0,anon_subject_124,659f04805339f753c1b65235,65a05a7dd15130d9d4b37b5a,0.25178844572599135,survey,session-65a05b1a10c72,English,M,
6132,survey-text,46,77102,0.0-4.0,anon_subject_83,659f04805339f753c1b65235,65a03e983769279b830a4bb2,0.9203480672680291,survey,session-65a03ef76d39c,English,Female,
16409,survey-text,54,194961,0.0-4.0,anon_subject_53,659f04805339f753c1b65235,65a03f2b0f99dc411697c39c,0.033512744339336153,survey,session-65a03ffa70226,English,Male,
8180,survey-text,78,186916,0.0-4.0,anon_subject_81,659f04805339f753c1b65235,65a03f1cbdb9a99a2e4f3d1f,0.9716174962139885,survey,session-65a03fe145419,English,Male,
5496,survey-text,46,92950,0.0-4.0,anon_subject_239,659f04805339f753c1b65235,65a05b0ae1f78d9853e3950e,0.5562027715333759,survey,session-65a05b8948465,English,Male,
17858,survey-text,54,159118,0.0-4.0,anon_subject_15,659f04805339f753c1b65235,65a05a838320fc7c6257b176,0.0742803095064215,survey,session-65a05e49a7061,English,female,
8781,survey-text,54,105650,0.0-4.0,anon_subject_199,659f04805339f753c1b65235,65a05a76ab05057d2f5b297a,0.858401561544712,survey,session-65a05aea25545,english,female,
28383,survey-text,46,182706,0.0-4.0,anon_subject_60,659f04805339f753c1b65235,65a05a9110105f4dafafb266,0.5324648497629871,survey,session-65a05b52413e4,English,female,no issues
5598,survey-text,54,96960,0.0-4.0,anon_subject_79,659f04805339f753c1b65235,65a047970e6a0108526bdee0,0.3575557730812433,survey,session-65a04803caf33,english,female,
15234,survey-text,46,135668,0.0-4.0,anon_subject_292,659f04805339f753c1b65235,65a05ca0fc35e12f32bde7aa,0.7632217748086811,survey,session-65a05d3f6cfd5,English,Female,None
13541,survey-text,46,105913,0.0-4.0,anon_subject_155,659f04805339f753c1b65235,65a024201d9b385e9c5ff534,0.6278779518396189,survey,session-65a024a610277,English,F,
8276,survey-text,54,124150,0.0-4.0,anon_subject_268,659f04805339f753c1b65235,65a05b00591c52695cdbed67,0.751689602321034,survey,session-65a05b8f25dba,English,Male,
5838,survey-text,46,73581,0.0-4.0,anon_subject_5,659f04805339f753c1b65235,65a04717461451c85ed4f435,0.11894077212290377,survey,session-65a0476edb6ab,English,Nonbinary,
7122,survey-text,46,107900,0.0-4.0,anon_subject_247,659f04805339f753c1b65235,65a03ef8dc0d74b929e38ab0,0.39760352171414026,survey,session-65a03f754d3b4,english,male,
11702,survey-text,46,109534,0.0-4.0,anon_subject_200,659f04805339f753c1b65235,65a03effce8132962971fd6f,0.3567105562292955,survey,session-65a03fa711a52,English,Female,Fun!
3584,survey-text,54,55798,0.0-4.0,anon_subject_50,659f04805339f753c1b65235,65a047756616b428b14127bd,0.6090204255975686,survey,session-65a047e95ff31,English,Male,
8989,survey-text,54,135940,0.0-4.0,anon_subject_127,659f04805339f753c1b65235,65a05a78e7bb05ef1c8daf8a,0.9713746656165332,survey,session-65a05b0c20ace,english,Transgender female,
6232,survey-text,70,134576,0.0-4.0,anon_subject_170,659f04805339f753c1b65235,65a03f643f91fc3cf7f39646,0.32051229274893367,survey,session-65a03ffa9c274,english,female,
17525,survey-text,46,139465,0.0-4.0,anon_subject_98,659f04805339f753c1b65235,65a02a93f51e8f6fd7a73b63,0.2940401956972942,survey,session-65a02b51cb690,English,Female,
28647,survey-text,46,181709,0.0-4.0,anon_subject_229,659f04805339f753c1b65235,65a05ae007de5e75355b287c,0.8922053790283111,survey,session-65a05bb1a04b6,English,Female,Thank you for the opportunity.
8130,survey-text,54,126023,0.0-4.0,anon_subject_186,659f04805339f753c1b65235,65a03f841d9b385e9c5ffcaf,0.18671391484020416,survey,session-65a0400d8a7a9,english,female,
35402,survey-text,86,258498,0.0-4.0,anon_subject_46,659f04805339f753c1b65235,65a0478cbdb9a99a2e4f3ea0,0.6224157413950246,survey,session-65a048ac96d18,English,Female,
6379,survey-text,54,109290,0.0-4.0,anon_subject_288,659f04805339f753c1b65235,65a05a755e58d51b4f3e4994,0.23330471641120143,survey,session-65a05af08038f,English,Male,
361012,survey-text,78,554396,0.0-4.0,anon_subject_231,659f04805339f753c1b65235,65a05b02ee5c94479846dbb7,0.9389177380067755,survey,session-65a05e1c11c14,english,male,
5936,survey-text,46,75327,0.0-4.0,anon_subject_214,659f04805339f753c1b65235,65a048175d139c5780749015,0.6544557812460228,survey,session-65a0487804e80,English,Male,
7367,survey-text,86,169375,0.0-4.0,anon_subject_191,659f04805339f753c1b65235,65a05ad70198a4a3951f6724,0.24936859162458447,survey,session-65a05c741a0a0,English,Male,N/A
11814,survey-text,46,97723,0.0-4.0,anon_subject_188,659f04805339f753c1b65235,65a047166af24254f25d624b,0.3535721332259063,survey,session-65a04780efcc3,English,Female,
17692,survey-text,62,143558,0.0-4.0,anon_subject_121,659f04805339f753c1b65235,65a0481bba9f28bc37c44d6e,0.3574182145019795,survey,session-65a048b3d74c1,English,Male,Interesting survey enjoyed it!
4213,survey-text,54,174917,0.0-4.0,anon_subject_185,659f04805339f753c1b65235,65a05a80ee5c94479846db95,0.7212377113972923,survey,session-65a05b36f24cf,English,Male,
8768,survey-text,62,136174,0.0-4.0,anon_subject_67,659f04805339f753c1b65235,65a05a5bcb1340048e210a99,0.0050832092129033946,survey,session-65a05af78d67e,English,Female,
5986,survey-text,46,123455,0.0-4.0,anon_subject_41,659f04805339f753c1b65235,65a05a83731e49bdea1b9610,0.9344356490744588,survey,session-65a05b0e04425,English,Male,
10300,survey-text,46,109541,0.0-4.0,anon_subject_14,659f04805339f753c1b65235,65a0481ae6891ded9ae07aa6,0.19901813731265516,survey,session-65a04890d8cac,English,Male,
10876,survey-text,62,135545,0.0-4.0,anon_subject_240,659f04805339f753c1b65235,65a047930f99dc411697c564,0.4498940111636538,survey,session-65a04833b7e26,English,female,
6134,survey-text,46,112894,0.0-4.0,anon_subject_178,659f04805339f753c1b65235,65a04753d046c4fd2b9050e7,0.6131689394647788,survey,session-65a047d7ad3c6,English,Female,
10448,survey-text,46,135288,0.0-4.0,anon_subject_8,659f04805339f753c1b65235,65a03f4b2fb72900ba265539,0.693294017740814,survey,session-65a04007d01d4,English,male,
8854,survey-text,46,131513,0.0-4.0,anon_subject_255,659f04805339f753c1b65235,65a05a556451f41271c335a3,0.04135264080246903,survey,session-65a05af305311,english,Male,
14144,survey-text,46,167838,0.0-4.0,anon_subject_219,659f04805339f753c1b65235,65a05a7f0e6a0108526be3f3,0.32594609042892064,survey,session-65a05b30c6618,English,Female,
50568,survey-text,118,409929,0.0-4.0,anon_subject_123,659f04805339f753c1b65235,65a05a7be0a30daee58a6ddf,0.5271273715300286,survey,session-65a05c30728b1,english,female,"some of the questions made me wanna say maybe, so the maybe question I answered with a yes . interesting study, best of luck"
6802,survey-text,54,124133,0.0-4.0,anon_subject_243,659f04805339f753c1b65235,65a05a77c799135a5fbde5c9,0.3432732016889044,survey,session-65a05aff05676,English,female,
5305,survey-text,54,202405,0.0-4.0,anon_subject_125,659f04805339f753c1b65235,65a047a1214275fb72e5c48d,0.20499888218495,survey,session-65a04876ae4c5,English,Female,
5827,survey-text,46,84389,0.0-4.0,anon_subject_134,659f04805339f753c1b65235,65a0480b587aebae10afac85,0.6541333759947272,survey,session-65a0486ba2428,English,woman,
7592,survey-text,46,112471,0.0-4.0,anon_subject_95,659f04805339f753c1b65235,65a03f4e3769279b830a4bcf,0.19239755949945425,survey,session-65a03fc7e7bc0,English,Male,
9126,survey-text,46,521126,0.0-4.0,anon_subject_151,659f04805339f753c1b65235,65a05a843cf0fef29ad2aeba,0.7961975160205049,survey,session-65a05c96500a3,english,female,
10327,survey-text,62,204922,0.0-4.0,anon_subject_249,659f04805339f753c1b65235,65a0478e6ffb1e2a7c439d59,0.12619914396633192,survey,session-65a0487022b32,English,Female,
9224,survey-text,54,164754,0.0-4.0,anon_subject_287,659f04805339f753c1b65235,65a05a7b97cef2e56e5ff019,0.4916120020231023,survey,session-65a05b4493325,english,female,
10726,survey-text,46,135628,0.0-4.0,anon_subject_215,659f04805339f753c1b65235,65a04829dc0d74b929e38c57,0.8846510997973395,survey,session-65a048c6dd491,English,Woman,
5731,survey-text,78,103143,0.0-4.0,anon_subject_166,659f04805339f753c1b65235,65a05a8515917193ea8a6a9c,0.48598553831394575,survey,session-65a05c8fe1fc8,English,Female,
6166,survey-text,46,82584,0.0-4.0,anon_subject_291,659f04805339f753c1b65235,65a05a666ffb1e2a7c43a1eb,0.21703908247595738,survey,session-65a05ac7a3883,English,Female,
8432,survey-text,54,121400,0.0-4.0,anon_subject_66,659f04805339f753c1b65235,65a047756451f41271c33099,0.6377392893134102,survey,session-65a047f70913d,English,male,
10124,survey-text,54,111344,0.0-4.0,anon_subject_110,659f04805339f753c1b65235,65a03fe08acfe7a551555d3e,0.7161891537004954,survey,session-65a0405c27bf4,English,Female,
8899,survey-text,86,438852,0.0-4.0,anon_subject_295,659f04805339f753c1b65235,65a03f045aba9e5f885bf572,0.8202277259788016,survey,session-65a040ffaafc5,English,Male,
7281,survey-text,78,205065,0.0-4.0,anon_subject_202,659f04805339f753c1b65235,65a02b99df665e0bdfac3128,0.016019391432744223,survey,session-65a02c7fc6013,english,female,
8096,survey-text,62,116183,0.0-4.0,anon_subject_196,659f04805339f753c1b65235,65a05a8c39341d75b93cfd46,0.9473081463998588,survey,session-65a05b07a6c26,English,Female,
5538,survey-text,54,163754,0.0-4.0,anon_subject_104,659f04805339f753c1b65235,65a03ef5f34b5631810f7ae4,0.548682916580637,survey,session-65a03fa3076bc,english,male,
7430,survey-text,46,89200,0.0-4.0,anon_subject_216,659f04805339f753c1b65235,65a0476f85d169d8295bf773,0.7357667372587795,survey,session-65a047d96efde,English,female,
7714,survey-text,46,93275,0.0-4.0,anon_subject_138,659f04805339f753c1b65235,65a0478df60c89cb8720388d,0.5428031548823611,survey,session-65a0480246653,English,Female,
10842,survey-text,46,171852,0.0-4.0,anon_subject_225,659f04805339f753c1b65235,65a047877db586ea67a73fb1,0.17007485020239343,survey,session-65a0483f4bb94,English,Male,
9338,survey-text,46,119082,0.0-4.0,anon_subject_37,659f04805339f753c1b65235,65a03f663cf0fef29ad2a842,0.19332914033064696,survey,session-65a03fedeae52,English,Male,
7300,survey-text,46,102688,0.0-4.0,anon_subject_102,659f04805339f753c1b65235,65a047439066460e83748fbc,0.676353038354673,survey,session-65a047bb02656,English,Male,
15403,survey-text,46,236012,0.0-4.0,anon_subject_294,659f04805339f753c1b65235,65a03efd7f819f0a85932c99,0.4926722633095306,survey,session-65a03ff957d4e,English,60,
18435,survey-text,54,199458,0.0-4.0,anon_subject_97,659f04805339f753c1b65235,65a03f618df63a282e2103df,0.7535972838720045,survey,session-65a0404e65a69,english,male,
6192,survey-text,54,102266,0.0-4.0,anon_subject_140,659f04805339f753c1b65235,65a03ed27981ab69f5c32d3b,0.4947655554378607,survey,session-65a03f798069e,english,M,
10725,survey-text,62,142983,0.0-4.0,anon_subject_212,659f04805339f753c1b65235,65a03eeceeee5416c5400edb,0.45971389060121237,survey,session-65a03f84d860c,English,Female,
26372,survey-text,46,112598,0.0-4.0,anon_subject_89,659f04805339f753c1b65235,65a03f876ffb1e2a7c439b98,0.5917389509383688,survey,session-65a040091a7e0,English,Male,
78136,survey-text,46,202118,0.0-4.0,anon_subject_59,659f04805339f753c1b65235,65a05a8a587aebae10afb10c,0.2789340819513817,survey,session-65a05b608e0de,English,female,
19339,survey-text,46,138597,0.0-4.0,anon_subject_22,659f04805339f753c1b65235,65a05a865d139c5780749420,0.13103631860394138,survey,session-65a05b5c4e315,English,female,This was fun! Thanks
10331,survey-text,54,164960,0.0-4.0,anon_subject_161,659f04805339f753c1b65235,65a03e9c8acfe7a551555ccf,0.43043810062398635,survey,session-65a03f624c530,englist,female,
9117,survey-text,62,155140,0.0-4.0,anon_subject_213,659f04805339f753c1b65235,65a0475e6e869bf85df4d84f,0.29345326806972105,survey,session-65a048034fe5f,english,male,
7390,survey-text,54,113062,0.0-4.0,anon_subject_82,659f04805339f753c1b65235,65a047860e6a0108526bded6,0.14104643866491684,survey,session-65a0480321c8f,English,Male,
14927,survey-text,46,126615,0.0-4.0,anon_subject_210,659f04805339f753c1b65235,65a05a733ac2f375865f5303,0.3038544448695617,survey,session-65a05b04a4f41,English,Male,n/a
44459,survey-text,46,173663,0.0-4.0,anon_subject_61,659f04805339f753c1b65235,65a047761d9b385e9c5ffe7c,0.8393668795254248,survey,session-65a0484c497ce,english -asl,female," how wierd, some of those questions make sense in a poetic way, or  looked at funny"
6808,survey-text,46,86346,0.0-4.0,anon_subject_56,659f04805339f753c1b65235,65a05a8a6451f41271c335b3,0.32652792631992744,survey,session-65a05aeae845a,English,Male,
9515,survey-text,54,128066,0.0-4.0,anon_subject_257,659f04805339f753c1b65235,65a0471a591c52695cdbe8a9,0.2096322973397371,survey,session-65a047ae94c9d,english,woman,
7214,survey-text,46,111318,0.0-4.0,anon_subject_92,659f04805339f753c1b65235,65a0475254a913c61d775644,0.6024728632331198,survey,session-65a047d26a3eb,English,Male,
7298,survey-text,70,132966,0.0-4.0,anon_subject_21,659f04805339f753c1b65235,65a0476be7bb05ef1c8daa8f,0.9285172744524561,survey,session-65a047fe4e782,English,Male,
8601,survey-text,78,162353,0.0-4.0,anon_subject_269,659f04805339f753c1b65235,65a047a530f6e0140ae07e18,0.9716317915813271,survey,session-65a04856cf0c0,english,female,
6296,survey-text,62,165921,0.0-4.0,anon_subject_1,659f04805339f753c1b65235,65a0477d6d1220a64a0f419e,0.07764599261030303,survey,session-65a04836ee0a3,English,38,
10982,survey-text,54,127750,0.0-4.0,anon_subject_17,659f04805339f753c1b65235,65a05a8bf6ae756dfe33e958,0.9061938860009009,survey,session-65a05b1bee90b,english,female,
11434,survey-text,54,195410,0.0-4.0,anon_subject_142,659f04805339f753c1b65235,65a03f88d046c4fd2b904f2d,0.18068458197456883,survey,session-65a04091aaee5,english,male,
20607,survey-text,46,116668,0.0-4.0,anon_subject_29,659f04805339f753c1b65235,65a05a6d15917193ea8a6a8f,0.16211251786157743,survey,session-65a05af4117c1,Englisdh,Male,no comments
7884,survey-text,46,103557,0.0-4.0,anon_subject_63,659f04805339f753c1b65235,65a047406af24254f25d6263,0.9198673525762547,survey,session-65a047b6c8d5c,english,35,
11017,survey-text,54,253643,0.0-4.0,anon_subject_284,659f04805339f753c1b65235,65a02b6bcf2ed81aa216f0ca,0.8011214510009381,survey,session-65a02c8c74dd5,English,Male,
4261,survey-text,62,134134,0.0-4.0,anon_subject_237,659f04805339f753c1b65235,65a02b038acfe7a5515557f8,0.7673643802815875,survey,session-65a02b93ac387,English,Male,
10719,survey-text,46,100628,0.0-4.0,anon_subject_131,659f04805339f753c1b65235,65a03f689066460e83748dda,0.055097621761941884,survey,session-65a0401b200a5,English,Female,Have a great day!
12065,survey-text,46,138915,0.0-4.0,anon_subject_19,659f04805339f753c1b65235,65a05a5a0198a4a3951f6709,0.9599778496876901,survey,session-65a05d02a7a97,english,male,fun thx
18000,survey-text,46,126722,0.0-4.0,anon_subject_280,659f04805339f753c1b65235,65a047821ffc042b4f545e75,0.45211612197737105,survey,session-65a04819c7917,english,female,fun activity!
8018,survey-text,46,100461,0.0-4.0,anon_subject_156,659f04805339f753c1b65235,65a04797ce8132962971ffe6,0.6197971509750642,survey,session-65a0480a53b3e,english,female,
9373,survey-text,54,248939,0.0-4.0,anon_subject_126,659f04805339f753c1b65235,65a03f253cf0fef29ad2a82c,0.9529210887221725,survey,session-65a040305fef7,english,male,
14912,survey-text,46,118826,0.0-4.0,anon_subject_96,659f04805339f753c1b65235,65a04720420a02f3939b322b,0.12469492739170152,survey,session-65a047b091ee7,English,Male,
4256,survey-text,62,145563,0.0-4.0,anon_subject_94,659f04805339f753c1b65235,65a05a81c3a05e150c57b622,0.6193868187069016,survey,session-65a05b1d857c2,English,Male,
18873,survey-text,46,115764,0.0-4.0,anon_subject_271,659f04805339f753c1b65235,65a047542a197f9cd83e42ba,0.15957627589179735,survey,session-65a047f99d025,english,femail,
6501,survey-text,46,84359,0.0-4.0,anon_subject_193,659f04805339f753c1b65235,65a03f33214275fb72e5c2ef,0.7596065740239143,survey,session-65a03f94bd5e3,English,Female,
15307,survey-text,46,167241,0.0-4.0,anon_subject_111,659f04805339f753c1b65235,65a047ae3769279b830a4d81,0.886667983865651,survey,session-65a04862a38f1,English,male,
14375,survey-text,46,176266,0.0-4.0,anon_subject_262,659f04805339f753c1b65235,65a02b2bba9f28bc37c446df,0.176992031245097,survey,session-65a02c2a09112,English,Female,
10695,survey-text,54,132723,0.0-4.0,anon_subject_101,659f04805339f753c1b65235,65a05a61fe51d8b6cef36e76,0.9222336217211988,survey,session-65a05b57486b5,english,female,
6605,survey-text,54,112981,0.0-4.0,anon_subject_297,659f04805339f753c1b65235,65a040e00198a4a3951f613b,0.4954437267559386,survey,session-65a041583ce7c,english,male,
11986,survey-text,54,103520,0.0-4.0,anon_subject_217,659f04805339f753c1b65235,65a05a78a870e799565462a7,0.6863760239185992,survey,session-65a05aeba57a4,English,Male,
8230,survey-text,78,127487,0.0-4.0,anon_subject_177,659f04805339f753c1b65235,65a03f3f7981ab69f5c32d64,0.8282521214929688,survey,session-65a03fca95dc9,English,Female,
14983,survey-text,46,132691,0.0-4.0,anon_subject_286,659f04805339f753c1b65235,65a04773a068e743e9555bd4,0.5870452131345207,survey,session-65a04823e235f,English,Female,Thank you for letting me participate!
9731,survey-text,54,159816,0.0-4.0,anon_subject_70,659f04805339f753c1b65235,65a04784e6891ded9ae07a7d,0.6409343559275458,survey,session-65a048380be29,English,female,
13726,survey-text,46,108818,0.0-4.0,anon_subject_43,659f04805339f753c1b65235,65a03fa2975ac8e822b372d7,0.9913226701748024,survey,session-65a0408f039c5,English,Female,
9300,survey-text,46,116592,0.0-4.0,anon_subject_173,659f04805339f753c1b65235,65a05a63420a02f3939b3815,0.1034297357750682,survey,session-65a05ae561371,English,Female,
15146,survey-text,62,301602,0.0-4.0,anon_subject_296,659f04805339f753c1b65235,65a05a662159acf4685805f9,0.5580582794481992,survey,session-65a05c0be8cf9,english,female,
30936,survey-text,110,374555,0.0-4.0,anon_subject_129,659f04805339f753c1b65235,65a05a8e0e6a0108526be3f6,0.16039678129796164,survey,session-65a05c44b2969,english,male,Not sure if some are trick questions the way they are phrased 
56388,survey-text,54,366312,0.0-4.0,anon_subject_201,659f04805339f753c1b65235,65a05a6b15177d3861dbebf5,0.40493506703625237,survey,session-65a05beaec752,Tagalog,Male,I would love to do more like this!
19259,survey-text,62,246770,0.0-4.0,anon_subject_25,659f04805339f753c1b65235,65a047b15e58d51b4f3e4533,0.9933303554264158,survey,session-65a048b8aa9a9,English,male,Thank You
5315,survey-text,46,137093,0.0-4.0,anon_subject_86,659f04805339f753c1b65235,65a03f6d987bd492454d456f,0.7650713891521803,survey,session-65a0402b9d1da,English,Female,
12022,survey-text,46,223713,0.0-4.0,anon_subject_224,659f04805339f753c1b65235,65a05b78c58774cde45feda0,0.6760015374032339,survey,session-65a05c6522b91,English,Male,
8742,survey-text,62,271294,0.0-4.0,anon_subject_204,659f04805339f753c1b65235,65a05a7c6e869bf85df4de05,0.9856063194649065,survey,session-65a05ba387964,english,male,ty
7171,survey-text,62,144406,0.0-4.0,anon_subject_132,659f04805339f753c1b65235,65a028b8a068e743e955550a,0.9632509395969919,survey,session-65a02957d1efb,English,Male,
9189,survey-text,54,167909,0.0-4.0,anon_subject_274,659f04805339f753c1b65235,65a05cb4c9e1a662cc1f67d3,0.564191779231261,survey,session-65a05d7c3ea33,English,Female,
8232,survey-text,46,142888,0.0-4.0,anon_subject_227,659f04805339f753c1b65235,65a05a803cf0fef29ad2aeb6,0.07669682863044125,survey,session-65a05b1fbc647,,,
6777,survey-text,46,118512,0.0-4.0,anon_subject_248,659f04805339f753c1b65235,65a047ac277118eefd0f4144,0.14548094641213916,survey,session-65a0490b43ff0,English,Male,
8099,survey-text,46,162574,0.0-4.0,anon_subject_0,659f04805339f753c1b65235,65a05a7af60c89cb87203dc8,0.14687427963406408,survey,session-65a05bf152bfb,english,male,
10033,survey-text,46,128093,0.0-4.0,anon_subject_26,659f04805339f753c1b65235,65a047653ac2f375865f4ecb,0.07085894228254297,survey,session-65a047f353b99,english,male,
11257,survey-text,54,201548,0.0-4.0,anon_subject_23,659f04805339f753c1b65235,65a04743587aebae10afac66,0.764876894226086,survey,session-65a0482ca0b4f,english,male,
8529,survey-text,46,103891,0.0-4.0,anon_subject_183,659f04805339f753c1b65235,65a02959ac5a610e8f99de3f,0.14523445851099503,survey,session-65a029d61b4d6,English,Non-binary,
10092,survey-text,54,217090,0.0-4.0,anon_subject_176,659f04805339f753c1b65235,65a0475603787e97c70f7cb4,0.24531131544152207,survey,session-65a0485da91b1,English,Female,
11850,survey-text,46,103678,0.0-4.0,anon_subject_137,659f04805339f753c1b65235,65a05a76958dc9b1a7f39e60,0.969723734626087,survey,session-65a05b363a76a,English,Male,
22952,survey-text,78,328915,0.0-4.0,anon_subject_73,659f04805339f753c1b65235,65a05a6c05a2eebaddf4d865,0.05947860568553898,survey,session-65a05bd13760b,english,male,weird study
23400,survey-text,46,153170,0.0-4.0,anon_subject_144,659f04805339f753c1b65235,65a0276b97cef2e56e5fe34e,0.891700260433824,survey,session-65a0281f5d2cf,english,female,
