subject_id,study_id,session_id,trial_index,internal_node_id,time_elapsed,rt,stimulus,response,item_id,original_item_id,prefix,infinitive_prefix,expt_prefix,sentence_prefix,probable,improbable,impossible_physics,impossible_magic,inconceivable_syntactic,inconceivable_semantic,prefix_type,task_type,trial_type,rng_seed,response_label,condition,query,session_file_id,response_correct,rt_normalized
anon_subject_184,659f04805339f753c1b65235,65a0481eba9f28bc37c44d6f,44,0.0-3.0-0.17,250676,2503,"<div style=""font-size:20px;""><p>Could someone hide a gift using during?</p></div>",0,17,29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,a closet,a tarp,a cloud,invisibility,during,concepts,tool,critical,html-keyboard-response,0.3633344649811525,no,inconceivable_syntactic,Could someone hide a gift using during?,session-65a0492cd4f98,True,-0.6482779261421784
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,10,0.0-3.0-0.0,28315,1649,"<div style=""font-size:20px;""><p>Could someone construct a castle using a star?</p></div>",0,10,20,Constructing a castle using,construct a castle using,Can you construct a castle using,[NP] constructed a castle using,bricks,gems,a star,wizardry,follow,boredom,tool,critical,html-keyboard-response,0.3390884251104017,no,impossible_physics,Could someone construct a castle using a star?,session-65a0479790b96,True,0.3035866170217008
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,12,0.0-3.0-0.1,31833,2516,"<div style=""font-size:20px;""><p>Could someone paint a house using a mop?</p></div>",1,8,14,Painting a house using,paint a house using,Can you paint a house using,[NP] painted a house using,a brush,a mop,a planet,incantations,before,questions,tool,critical,html-keyboard-response,0.3390884251104017,yes,improbable,Could someone paint a house using a mop?,session-65a0479790b96,True,2.196424309886527
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,14,0.0-3.0-0.2,34273,1424,"<div style=""font-size:20px;""><p>Could someone craft a bowl out of clay?</p></div>",1,5,8,Crafting a bowl out of,craft a bowl out of,Can you craft a bowl out of,[NP] crafted a bowl out of,clay,mud,smoke,auras,forget,friction,material,critical,html-keyboard-response,0.3390884251104017,yes,probable,Could someone craft a bowl out of clay?,session-65a0479790b96,True,-0.18763423752799452
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,16,0.0-3.0-0.3,36463,1175,"<div style=""font-size:20px;""><p>Could someone draw a picture using always?</p></div>",0,18,30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,a pencil,lipstick,a mountain,magic,always,a smell,tool,critical,html-keyboard-response,0.3390884251104017,no,inconceivable_syntactic,Could someone draw a picture using always?,session-65a0479790b96,True,-0.7312519832296573
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,18,0.0-3.0-0.4,38885,1420,"<div style=""font-size:20px;""><p>Could someone bake a cake using anger?</p></div>",0,1,1,Baking a cake using,bake a cake using,Can you bake a cake using,[NP] baked a cake using,an oven,an airfryer,a refrigerator,superpowers,grasp,anger,tool,critical,html-keyboard-response,0.3390884251104017,no,inconceivable_semantic,Could someone bake a cake using anger?,session-65a0479790b96,True,-0.1963670527199891
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,20,0.0-3.0-0.5,41774,1875,"<div style=""font-size:20px;""><p>Could someone fly a kite using lead?</p></div>",0,4,7,Flying a kite using,fly a kite using,Can you fly a kite using,[NP] flew a kite using,string,dental floss,lead,witchcraft,give,a sound,tool,critical,html-keyboard-response,0.3390884251104017,no,impossible_physics,Could someone fly a kite using lead?,session-65a0479790b96,True,0.7969906753693948
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,22,0.0-3.0-0.6,44166,1390,"<div style=""font-size:20px;""><p>Could someone grow vegetables in a potion?</p></div>",0,6,9,Growing vegetables in,grow vegetables in,Can you grow vegetables in,[NP] grew vegetables in,soil,sand,bleach,a potion,become,justice,material,critical,html-keyboard-response,0.3390884251104017,no,impossible_magic,Could someone grow vegetables in a potion?,session-65a0479790b96,True,-0.26186316665994847
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,24,0.0-3.0-0.7,46254,1073,"<div style=""font-size:20px;""><p>Could someone brew coffee using water?</p></div>",1,7,13,Brewing coffee using,brew coffee using,Can you brew coffee using,[NP] brewed coffee using,water,soda,glue,lightsabers,into,numbers,tool,critical,html-keyboard-response,0.3390884251104017,yes,probable,Could someone brew coffee using water?,session-65a0479790b96,True,-0.9539387706255192
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,26,0.0-3.0-0.8,48656,1384,"<div style=""font-size:20px;""><p>Could someone start a fire using milk?</p></div>",0,12,23,Starting a fire using,start a fire using,Can you start a fire using,[NP] started a fire using,kindling,furniture,milk,enchantments,sometimes,traffic,tool,critical,html-keyboard-response,0.3390884251104017,no,impossible_physics,Could someone start a fire using milk?,session-65a0479790b96,True,-0.2749623894479404
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,28,0.0-3.0-0.9,50888,1228,"<div style=""font-size:20px;""><p>Could someone tow a car using freedom?</p></div>",0,11,22,Towing a car using,tow a car using,Can you tow a car using,[NP] towed a car using,a truck,a horse,a butterfly,aliens,then,freedom,tool,critical,html-keyboard-response,0.3390884251104017,no,inconceivable_semantic,Could someone tow a car using freedom?,session-65a0479790b96,True,-0.6155421819357291
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,30,0.0-3.0-0.10,53069,1177,"<div style=""font-size:20px;""><p>Could someone knit a scarf using telepathy?</p></div>",0,15,27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,yarn,wire,lava,telepathy,for,sadness,material,critical,html-keyboard-response,0.3390884251104017,no,impossible_magic,Could someone knit a scarf using telepathy?,session-65a0479790b96,True,-0.7268855756336601
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,32,0.0-3.0-0.11,55294,1215,"<div style=""font-size:20px;""><p>Could someone shovel a driveway full of except?</p></div>",0,13,25,Shoveling a driveway full of,shovel a driveway full of,Can you shovel a driveway full of,[NP] shoveled a driveway full of,snow,ice,sunshine,ogres,except,rumors,material,critical,html-keyboard-response,0.3390884251104017,no,inconceivable_syntactic,Could someone shovel a driveway full of except?,session-65a0479790b96,True,-0.6439238313097115
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,34,0.0-3.0-0.12,58986,2686,"<div style=""font-size:20px;""><p>Could someone wash their hair with minutes?</p></div>",0,16,28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,shampoo,detergent,air,mermaids,though,minutes,tool,critical,html-keyboard-response,0.3390884251104017,no,inconceivable_semantic,Could someone wash their hair with minutes?,session-65a0479790b96,True,2.567568955546297
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,36,0.0-3.0-0.13,61238,1231,"<div style=""font-size:20px;""><p>Could someone hide a gift using during?</p></div>",0,17,29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,a closet,a tarp,a cloud,invisibility,during,concepts,tool,critical,html-keyboard-response,0.3390884251104017,no,inconceivable_syntactic,Could someone hide a gift using during?,session-65a0479790b96,True,-0.6089925705417332
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,38,0.0-3.0-0.14,64041,1799,"<div style=""font-size:20px;""><p>Could someone wash dishes using rain?</p></div>",1,3,5,Washing dishes using,wash dishes using,Can you wash dishes using,[NP] washed dishes using,soap,rain,lightning,fairies,fell,arithmetic,tool,critical,html-keyboard-response,0.3390884251104017,yes,improbable,Could someone wash dishes using rain?,session-65a0479790b96,True,0.6310671867214978
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,40,0.0-3.0-0.15,66631,1579,"<div style=""font-size:20px;""><p>Could someone chill a drink using pixies?</p></div>",0,2,4,Chilling a drink using,chill a drink using,Can you chill a drink using,[NP] chilled a drink using,ice,snow,fire,pixies,at,tomorrow,tool,critical,html-keyboard-response,0.3390884251104017,no,impossible_magic,Could someone chill a drink using pixies?,session-65a0479790b96,True,0.1507623511617956
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,42,0.0-3.0-0.16,68874,1240,"<div style=""font-size:20px;""><p>Could someone construct a tower using blocks?</p></div>",1,14,26,Constructing a tower using,construct a tower using,Can you construct a tower using,[NP] constructed a tower using,concrete,blocks,a lake,[POSS] mind,while,laughter,material,critical,html-keyboard-response,0.3390884251104017,yes,improbable,Could someone construct a tower using blocks?,session-65a0479790b96,True,-0.5893437363597454
anon_subject_2,659f04805339f753c1b65235,65a0473f6e869bf85df4d846,44,0.0-3.0-0.17,71006,1118,"<div style=""font-size:20px;""><p>Could someone seal a box using tape?</p></div>",1,9,17,Sealing a box using,seal a box using,Can you seal a box using,[NP] sealed a box using,tape,magnets,wine,sorcery,do,jokes,tool,critical,html-keyboard-response,0.3390884251104017,yes,probable,Could someone seal a box using tape?,session-65a0479790b96,True,-0.8556945997155802
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,10,0.0-3.0-0.0,37832,2400,"<div style=""font-size:20px;""><p>Could someone tow a car using a horse?</p></div>",1,11,22,Towing a car using,tow a car using,Can you tow a car using,[NP] towed a car using,a truck,a horse,a butterfly,aliens,then,freedom,tool,critical,html-keyboard-response,0.6854585070917787,yes,improbable,Could someone tow a car using a horse?,session-65a05adad4275,True,1.1239875901250704
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,12,0.0-3.0-0.1,42218,3382,"<div style=""font-size:20px;""><p>Could someone wash their hair with mermaids?</p></div>",0,16,28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,shampoo,detergent,air,mermaids,though,minutes,tool,critical,html-keyboard-response,0.6854585070917787,no,impossible_magic,Could someone wash their hair with mermaids?,session-65a05adad4275,True,2.937056091954852
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,14,0.0-3.0-0.2,44865,1644,"<div style=""font-size:20px;""><p>Could someone knit a scarf using telepathy?</p></div>",0,15,27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,yarn,wire,lava,telepathy,for,sadness,material,critical,html-keyboard-response,0.6854585070917787,no,impossible_magic,Could someone knit a scarf using telepathy?,session-65a05adad4275,True,-0.2718166740127245
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,16,0.0-3.0-0.3,47845,1977,"<div style=""font-size:20px;""><p>Could someone construct a castle using a star?</p></div>",0,10,20,Constructing a castle using,construct a castle using,Can you construct a castle using,[NP] constructed a castle using,bricks,gems,a star,wizardry,follow,boredom,tool,critical,html-keyboard-response,0.6854585070917787,no,impossible_physics,Could someone construct a castle using a star?,session-65a05adad4275,True,0.34300187090511375
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,18,0.0-3.0-0.4,50501,1653,"<div style=""font-size:20px;""><p>Could someone construct a tower using concrete?</p></div>",1,14,26,Constructing a tower using,construct a tower using,Can you construct a tower using,[NP] constructed a tower using,concrete,blocks,a lake,[POSS] mind,while,laughter,material,critical,html-keyboard-response,0.6854585070917787,yes,probable,Could someone construct a tower using concrete?,session-65a05adad4275,True,-0.2551999565825127
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,20,0.0-3.0-0.5,53431,1926,"<div style=""font-size:20px;""><p>Could someone brew coffee using numbers?</p></div>",0,7,13,Brewing coffee using,brew coffee using,Can you brew coffee using,[NP] brewed coffee using,water,soda,glue,lightsabers,into,numbers,tool,critical,html-keyboard-response,0.6854585070917787,no,inconceivable_semantic,Could someone brew coffee using numbers?,session-65a05adad4275,True,0.2488404721339133
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,22,0.0-3.0-0.6,56730,2297,"<div style=""font-size:20px;""><p>Could someone seal a box using tape?</p></div>",1,9,17,Sealing a box using,seal a box using,Can you seal a box using,[NP] sealed a box using,tape,magnets,wine,sorcery,do,jokes,tool,critical,html-keyboard-response,0.6854585070917787,yes,probable,Could someone seal a box using tape?,session-65a05adad4275,True,0.9338184906459794
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,24,0.0-3.0-0.7,59605,1872,"<div style=""font-size:20px;""><p>Could someone chill a drink using at?</p></div>",0,2,4,Chilling a drink using,chill a drink using,Can you chill a drink using,[NP] chilled a drink using,ice,snow,fire,pixies,at,tomorrow,tool,critical,html-keyboard-response,0.6854585070917787,no,inconceivable_syntactic,Could someone chill a drink using at?,session-65a05adad4275,True,0.14914016755264223
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,26,0.0-3.0-0.8,62148,1540,"<div style=""font-size:20px;""><p>Could someone shovel a driveway full of sunshine?</p></div>",0,13,25,Shoveling a driveway full of,shovel a driveway full of,Can you shovel a driveway full of,[NP] shoveled a driveway full of,snow,ice,sunshine,ogres,except,rumors,material,critical,html-keyboard-response,0.6854585070917787,no,impossible_physics,Could someone shovel a driveway full of sunshine?,session-65a05adad4275,True,-0.4638320754285059
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,28,0.0-3.0-0.9,65471,2321,"<div style=""font-size:20px;""><p>Could someone hide a gift using invisibility?</p></div>",0,17,29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,a closet,a tarp,a cloud,invisibility,during,concepts,tool,critical,html-keyboard-response,0.6854585070917787,no,impossible_magic,Could someone hide a gift using invisibility?,session-65a05adad4275,True,0.9781297371265443
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,30,0.0-3.0-0.10,68174,1700,"<div style=""font-size:20px;""><p>Could someone bake a cake using anger?</p></div>",0,1,1,Baking a cake using,bake a cake using,Can you bake a cake using,[NP] baked a cake using,an oven,an airfryer,a refrigerator,superpowers,grasp,anger,tool,critical,html-keyboard-response,0.6854585070917787,no,inconceivable_semantic,Could someone bake a cake using anger?,session-65a05adad4275,True,-0.16842376555807306
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,32,0.0-3.0-0.11,70482,1306,"<div style=""font-size:20px;""><p>Could someone fly a kite using give?</p></div>",0,4,7,Flying a kite using,fly a kite using,Can you fly a kite using,[NP] flew a kite using,string,dental floss,lead,witchcraft,give,a sound,tool,critical,html-keyboard-response,0.6854585070917787,no,inconceivable_syntactic,Could someone fly a kite using give?,session-65a05adad4275,True,-0.8958667286140138
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,34,0.0-3.0-0.12,72989,1503,"<div style=""font-size:20px;""><p>Could someone craft a bowl out of mud?</p></div>",1,5,8,Crafting a bowl out of,craft a bowl out of,Can you craft a bowl out of,[NP] crafted a bowl out of,clay,mud,smoke,auras,forget,friction,material,critical,html-keyboard-response,0.6854585070917787,yes,improbable,Could someone craft a bowl out of mud?,session-65a05adad4275,True,-0.5321452470860435
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,36,0.0-3.0-0.13,75448,1456,"<div style=""font-size:20px;""><p>Could someone wash dishes using arithmetic?</p></div>",0,3,5,Washing dishes using,wash dishes using,Can you wash dishes using,[NP] washed dishes using,soap,rain,lightning,fairies,fell,arithmetic,tool,critical,html-keyboard-response,0.6854585070917787,no,inconceivable_semantic,Could someone wash dishes using arithmetic?,session-65a05adad4275,True,-0.6189214381104832
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,38,0.0-3.0-0.14,77740,1288,"<div style=""font-size:20px;""><p>Could someone grow vegetables in soil?</p></div>",1,6,9,Growing vegetables in,grow vegetables in,Can you grow vegetables in,[NP] grew vegetables in,soil,sand,bleach,a potion,become,justice,material,critical,html-keyboard-response,0.6854585070917787,yes,probable,Could someone grow vegetables in soil?,session-65a05adad4275,True,-0.9291001634744376
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,40,0.0-3.0-0.15,79905,1162,"<div style=""font-size:20px;""><p>Could someone start a fire using milk?</p></div>",0,12,23,Starting a fire using,start a fire using,Can you start a fire using,[NP] started a fire using,kindling,furniture,milk,enchantments,sometimes,traffic,tool,critical,html-keyboard-response,0.6854585070917787,no,impossible_physics,Could someone start a fire using milk?,session-65a05adad4275,True,-1.1617342074974035
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,42,0.0-3.0-0.16,82357,1449,"<div style=""font-size:20px;""><p>Could someone draw a picture using lipstick?</p></div>",1,18,30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,a pencil,lipstick,a mountain,magic,always,a smell,tool,critical,html-keyboard-response,0.6854585070917787,yes,improbable,Could someone draw a picture using lipstick?,session-65a05adad4275,True,-0.6318455516673146
anon_subject_3,659f04805339f753c1b65235,65a05a746f96899614f27aaf,44,0.0-3.0-0.17,84726,1366,"<div style=""font-size:20px;""><p>Could someone paint a house using before?</p></div>",0,8,14,Painting a house using,paint a house using,Can you paint a house using,[NP] painted a house using,a brush,a mop,a planet,incantations,before,questions,tool,critical,html-keyboard-response,0.6854585070917787,no,inconceivable_syntactic,Could someone paint a house using before?,session-65a05adad4275,True,-0.7850886124126015
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,18,0.0-3.0-0.0,154064,3082,"<div style=""font-size:20px;""><p>Could someone shovel a driveway full of except?</p></div>",0,13,25,Shoveling a driveway full of,shovel a driveway full of,Can you shovel a driveway full of,[NP] shoveled a driveway full of,snow,ice,sunshine,ogres,except,rumors,material,critical,html-keyboard-response,0.9549287625584776,no,inconceivable_syntactic,Could someone shovel a driveway full of except?,session-65a048efb8a49,True,0.5012517244345424
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,20,0.0-3.0-0.1,157182,2116,"<div style=""font-size:20px;""><p>Could someone grow vegetables in bleach?</p></div>",0,6,9,Growing vegetables in,grow vegetables in,Can you grow vegetables in,[NP] grew vegetables in,soil,sand,bleach,a potion,become,justice,material,critical,html-keyboard-response,0.9549287625584776,no,impossible_physics,Could someone grow vegetables in bleach?,session-65a048efb8a49,True,-0.7139971579508209
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,22,0.0-3.0-0.2,160648,2465,"<div style=""font-size:20px;""><p>Could someone start a fire using kindling?</p></div>",1,12,23,Starting a fire using,start a fire using,Can you start a fire using,[NP] started a fire using,kindling,furniture,milk,enchantments,sometimes,traffic,tool,critical,html-keyboard-response,0.9549287625584776,yes,probable,Could someone start a fire using kindling?,session-65a048efb8a49,True,-0.2749476134865437
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,24,0.0-3.0-0.3,164008,2359,"<div style=""font-size:20px;""><p>Could someone knit a scarf using for?</p></div>",0,15,27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,yarn,wire,lava,telepathy,for,sadness,material,critical,html-keyboard-response,0.9549287625584776,no,inconceivable_syntactic,Could someone knit a scarf using for?,session-65a048efb8a49,True,-0.4082979049284158
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,26,0.0-3.0-0.4,169498,4488,"<div style=""font-size:20px;""><p>Could someone fly a kite using lead?</p></div>",1,4,7,Flying a kite using,fly a kite using,Can you fly a kite using,[NP] flew a kite using,string,dental floss,lead,witchcraft,give,a sound,tool,critical,html-keyboard-response,0.9549287625584776,yes,impossible_physics,Could someone fly a kite using lead?,session-65a048efb8a49,False,2.2700301184654124
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,28,0.0-3.0-0.5,173665,3165,"<div style=""font-size:20px;""><p>Could someone wash their hair with mermaids?</p></div>",0,16,28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,shampoo,detergent,air,mermaids,though,minutes,tool,critical,html-keyboard-response,0.9549287625584776,no,impossible_magic,Could someone wash their hair with mermaids?,session-65a048efb8a49,True,0.605667518676763
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,30,0.0-3.0-0.6,178581,3914,"<div style=""font-size:20px;""><p>Could someone construct a tower using laughter?</p></div>",0,14,26,Constructing a tower using,construct a tower using,Can you construct a tower using,[NP] constructed a tower using,concrete,blocks,a lake,[POSS] mind,while,laughter,material,critical,html-keyboard-response,0.9549287625584776,no,inconceivable_semantic,Could someone construct a tower using laughter?,session-65a048efb8a49,True,1.5479257100915012
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,32,0.0-3.0-0.7,181285,1702,"<div style=""font-size:20px;""><p>Could someone wash dishes using fairies?</p></div>",0,3,5,Washing dishes using,wash dishes using,Can you wash dishes using,[NP] washed dishes using,soap,rain,lightning,fairies,fell,arithmetic,tool,critical,html-keyboard-response,0.9549287625584776,no,impossible_magic,Could someone wash dishes using fairies?,session-65a048efb8a49,True,-1.234818107544548
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,34,0.0-3.0-0.8,184973,2686,"<div style=""font-size:20px;""><p>Could someone hide a gift using concepts?</p></div>",0,17,29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,a closet,a tarp,a cloud,invisibility,during,concepts,tool,critical,html-keyboard-response,0.9549287625584776,no,inconceivable_semantic,Could someone hide a gift using concepts?,session-65a048efb8a49,True,0.003075163953586023
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,36,0.0-3.0-0.9,187319,1344,"<div style=""font-size:20px;""><p>Could someone paint a house using a brush?</p></div>",1,8,14,Painting a house using,paint a house using,Can you paint a house using,[NP] painted a house using,a brush,a mop,a planet,incantations,before,questions,tool,critical,html-keyboard-response,0.9549287625584776,yes,probable,Could someone paint a house using a brush?,session-65a048efb8a49,True,-1.6851898465652104
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,38,0.0-3.0-0.10,191906,3585,"<div style=""font-size:20px;""><p>Could someone brew coffee using lightsabers?</p></div>",0,7,13,Brewing coffee using,brew coffee using,Can you brew coffee using,[NP] brewed coffee using,water,soda,glue,lightsabers,into,numbers,tool,critical,html-keyboard-response,0.9549287625584776,no,impossible_magic,Could someone brew coffee using lightsabers?,session-65a048efb8a49,True,1.134036597974747
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,40,0.0-3.0-0.11,195996,3088,"<div style=""font-size:20px;""><p>Could someone draw a picture using lipstick?</p></div>",1,18,30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,a pencil,lipstick,a mountain,magic,always,a smell,tool,critical,html-keyboard-response,0.9549287625584776,yes,improbable,Could someone draw a picture using lipstick?,session-65a048efb8a49,True,0.5087998541387992
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,42,0.0-3.0-0.12,199789,2791,"<div style=""font-size:20px;""><p>Could someone craft a bowl out of mud?</p></div>",1,5,8,Crafting a bowl out of,craft a bowl out of,Can you craft a bowl out of,[NP] crafted a bowl out of,clay,mud,smoke,auras,forget,friction,material,critical,html-keyboard-response,0.9549287625584776,yes,improbable,Could someone craft a bowl out of mud?,session-65a048efb8a49,True,0.13516743377808202
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,44,0.0-3.0-0.13,203505,2713,"<div style=""font-size:20px;""><p>Could someone seal a box using wine?</p></div>",0,9,17,Sealing a box using,seal a box using,Can you seal a box using,[NP] sealed a box using,tape,magnets,wine,sorcery,do,jokes,tool,critical,html-keyboard-response,0.9549287625584776,no,impossible_physics,Could someone seal a box using wine?,session-65a048efb8a49,True,0.037041747622742136
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,46,0.0-3.0-0.14,206379,1873,"<div style=""font-size:20px;""><p>Could someone bake a cake using anger?</p></div>",0,1,1,Baking a cake using,bake a cake using,Can you bake a cake using,[NP] baked a cake using,an oven,an airfryer,a refrigerator,superpowers,grasp,anger,tool,critical,html-keyboard-response,0.9549287625584776,no,inconceivable_semantic,Could someone bake a cake using anger?,session-65a048efb8a49,True,-1.0196964109732258
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,48,0.0-3.0-0.15,209262,1881,"<div style=""font-size:20px;""><p>Could someone construct a castle using bricks?</p></div>",1,10,20,Constructing a castle using,construct a castle using,Can you construct a castle using,[NP] constructed a castle using,bricks,gems,a star,wizardry,follow,boredom,tool,critical,html-keyboard-response,0.9549287625584776,yes,probable,Could someone construct a castle using bricks?,session-65a048efb8a49,True,-1.0096322380342166
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,50,0.0-3.0-0.16,212856,2592,"<div style=""font-size:20px;""><p>Could someone tow a car using a horse?</p></div>",1,11,22,Towing a car using,tow a car using,Can you tow a car using,[NP] towed a car using,a truck,a horse,a butterfly,aliens,then,freedom,tool,critical,html-keyboard-response,0.9549287625584776,yes,improbable,Could someone tow a car using a horse?,session-65a048efb8a49,True,-0.1151788680797723
anon_subject_68,659f04805339f753c1b65235,65a047969066460e83748fd1,52,0.0-3.0-0.17,216317,2460,"<div style=""font-size:20px;""><p>Could someone chill a drink using at?</p></div>",0,2,4,Chilling a drink using,chill a drink using,Can you chill a drink using,[NP] chilled a drink using,ice,snow,fire,pixies,at,tomorrow,tool,critical,html-keyboard-response,0.9549287625584776,no,inconceivable_syntactic,Could someone chill a drink using at?,session-65a048efb8a49,True,-0.2812377215734244
anon_subject_172,659f04805339f753c1b65235,65a02582395b2717c94c2371,12,0.0-3.0-0.1,58441,2248,"<div style=""font-size:20px;""><p>Could someone seal a box using sorcery?</p></div>",0,9,17,Sealing a box using,seal a box using,Can you seal a box using,[NP] sealed a box using,tape,magnets,wine,sorcery,do,jokes,tool,critical,html-keyboard-response,0.9273621050172716,no,impossible_magic,Could someone seal a box using sorcery?,session-65a02601b7232,True,0.27377016354757194
anon_subject_172,659f04805339f753c1b65235,65a02582395b2717c94c2371,14,0.0-3.0-0.2,61265,1817,"<div style=""font-size:20px;""><p>Could someone shovel a driveway full of sunshine?</p></div>",0,13,25,Shoveling a driveway full of,shovel a driveway full of,Can you shovel a driveway full of,[NP] shoveled a driveway full of,snow,ice,sunshine,ogres,except,rumors,material,critical,html-keyboard-response,0.9273621050172716,no,impossible_physics,Could someone shovel a driveway full of sunshine?,session-65a02601b7232,True,-0.39454605067585846
anon_subject_172,659f04805339f753c1b65235,65a02582395b2717c94c2371,16,0.0-3.0-0.3,64230,1961,"<div style=""font-size:20px;""><p>Could someone knit a scarf using yarn?</p></div>",1,15,27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,yarn,wire,lava,telepathy,for,sadness,material,critical,html-keyboard-response,0.9273621050172716,yes,probable,Could someone knit a scarf using yarn?,session-65a02601b7232,True,-0.17125710671257777
anon_subject_172,659f04805339f753c1b65235,65a02582395b2717c94c2371,18,0.0-3.0-0.4,67735,2502,"<div style=""font-size:20px;""><p>Could someone wash their hair with detergent?</p></div>",1,16,28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,shampoo,detergent,air,mermaids,though,minutes,tool,critical,html-keyboard-response,0.9273621050172716,yes,improbable,Could someone wash their hair with detergent?,session-65a02601b7232,True,0.6676270508161365
anon_subject_172,659f04805339f753c1b65235,65a02582395b2717c94c2371,20,0.0-3.0-0.5,70764,2024,"<div style=""font-size:20px;""><p>Could someone construct a tower using laughter?</p></div>",0,14,26,Constructing a tower using,construct a tower using,Can you construct a tower using,[NP] constructed a tower using,concrete,blocks,a lake,[POSS] mind,while,laughter,material,critical,html-keyboard-response,0.9273621050172716,no,inconceivable_semantic,Could someone construct a tower using laughter?,session-65a02601b7232,True,-0.07356819372864247
