rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,session_file_id,task,success,completion_time,exp_type
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,79.0,188333.0,0.0-3.0-1.10,anon_subject_276,659f04805339f753c1b65235,65a047ae9066460e83748fd6,0.527510709597748,session-65a048afa58a6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,81.0,192556.0,0.0-3.0-1.11,anon_subject_276,659f04805339f753c1b65235,65a047ae9066460e83748fd6,0.527510709597748,session-65a048afa58a6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,83.0,195319.0,0.0-3.0-1.12,anon_subject_276,659f04805339f753c1b65235,65a047ae9066460e83748fd6,0.527510709597748,session-65a048afa58a6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,85.0,197837.0,0.0-3.0-1.13,anon_subject_276,659f04805339f753c1b65235,65a047ae9066460e83748fd6,0.527510709597748,session-65a048afa58a6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,87.0,201042.0,0.0-3.0-1.14,anon_subject_276,659f04805339f753c1b65235,65a047ae9066460e83748fd6,0.527510709597748,session-65a048afa58a6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,89.0,203819.0,0.0-3.0-1.15,anon_subject_276,659f04805339f753c1b65235,65a047ae9066460e83748fd6,0.527510709597748,session-65a048afa58a6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,91.0,206085.0,0.0-3.0-1.16,anon_subject_276,659f04805339f753c1b65235,65a047ae9066460e83748fd6,0.527510709597748,session-65a048afa58a6,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,93.0,208416.0,0.0-3.0-1.17,anon_subject_276,659f04805339f753c1b65235,65a047ae9066460e83748fd6,0.527510709597748,session-65a048afa58a6,prompt,,,
,,,,,,,,,,,session-65a048afa58a6,,True,2024-01-11T19:59:43.729Z,gesture-beat-expt-pilot
4788.0,"
    <div class=""jspsych-content"" align=left style=""width:100%;text-align: left;"">
    <p>Congratulations, you finished the practice trials! Now we will move on to the experiment.</p>
    <p>Remember, your task is the following:
    <p>
    <ul>
      <li>Read each question carefully.</li>
      <li>Answer whether the thing in the question can or cannot be done, based on what is possible given the physical laws of the real world.</li>
      <li>You will answer by pressing the <b>""1""</b> key for YES, or the <b>""0""</b> key for NO.</li>
      <li>Respond as quickly as you can.</li>
    </ul>
    <br>
  <p>Press SPACEBAR to begin the experiment.</p>
  </div>", ,html-keyboard-response,25.0,90154.0,0.0-2.0,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,27.0,94749.0,0.0-3.0-1.0,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,29.0,97987.0,0.0-3.0-1.1,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,31.0,101356.0,0.0-3.0-1.2,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,33.0,103779.0,0.0-3.0-1.3,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,35.0,106778.0,0.0-3.0-1.4,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,37.0,109680.0,0.0-3.0-1.5,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,39.0,113495.0,0.0-3.0-1.6,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,41.0,116154.0,0.0-3.0-1.7,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,43.0,118560.0,0.0-3.0-1.8,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,45.0,121466.0,0.0-3.0-1.9,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,47.0,123857.0,0.0-3.0-1.10,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,49.0,126703.0,0.0-3.0-1.11,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,51.0,129138.0,0.0-3.0-1.12,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,53.0,131903.0,0.0-3.0-1.13,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,55.0,134137.0,0.0-3.0-1.14,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,57.0,136325.0,0.0-3.0-1.15,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,59.0,138997.0,0.0-3.0-1.16,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,61.0,142417.0,0.0-3.0-1.17,anon_subject_244,659f04805339f753c1b65235,65a05a5a731e49bdea1b9600,0.38751929832980925,session-65a05bd000657,prompt,,,
,,,,,,,,,,,session-65a05bd000657,,True,2024-01-11T21:21:18.057Z,gesture-beat-expt-pilot
6187.0,"
    <div class=""jspsych-content"" align=left style=""width:100%;text-align: left;"">
    <p>Congratulations, you finished the practice trials! Now we will move on to the experiment.</p>
    <p>Remember, your task is the following:
    <p>
    <ul>
      <li>Read each question carefully.</li>
      <li>Answer whether the thing in the question can or cannot be done, based on what is possible given the physical laws of the real world.</li>
      <li>You will answer by pressing the <b>""1""</b> key for YES, or the <b>""0""</b> key for NO.</li>
      <li>Respond as quickly as you can.</li>
    </ul>
    <br>
  <p>Press SPACEBAR to begin the experiment.</p>
  </div>", ,html-keyboard-response,17.0,52036.0,0.0-2.0,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,19.0,54876.0,0.0-3.0-1.0,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,21.0,57475.0,0.0-3.0-1.1,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,23.0,60361.0,0.0-3.0-1.2,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,25.0,62755.0,0.0-3.0-1.3,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,27.0,65459.0,0.0-3.0-1.4,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,29.0,67936.0,0.0-3.0-1.5,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,31.0,70206.0,0.0-3.0-1.6,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,33.0,72253.0,0.0-3.0-1.7,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,35.0,74742.0,0.0-3.0-1.8,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,37.0,77189.0,0.0-3.0-1.9,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,39.0,79979.0,0.0-3.0-1.10,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,41.0,82473.0,0.0-3.0-1.11,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,43.0,84823.0,0.0-3.0-1.12,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,45.0,87249.0,0.0-3.0-1.13,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,47.0,89546.0,0.0-3.0-1.14,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,49.0,91920.0,0.0-3.0-1.15,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,51.0,94166.0,0.0-3.0-1.16,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,53.0,96055.0,0.0-3.0-1.17,anon_subject_181,659f04805339f753c1b65235,65a03f701ffc042b4f545c75,0.26518176603136623,session-65a03fec09389,prompt,,,
,,,,,,,,,,,session-65a03fec09389,,True,2024-01-11T19:22:18.484Z,gesture-beat-expt-pilot
11226.0,"
    <div class=""jspsych-content"" align=left style=""width:100%;text-align: left;"">
    <p>Congratulations, you finished the practice trials! Now we will move on to the experiment.</p>
    <p>Remember, your task is the following:
    <p>
    <ul>
      <li>Read each question carefully.</li>
      <li>Answer whether the thing in the question can or cannot be done, based on what is possible given the physical laws of the real world.</li>
      <li>You will answer by pressing the <b>""1""</b> key for YES, or the <b>""0""</b> key for NO.</li>
      <li>Respond as quickly as you can.</li>
    </ul>
    <br>
  <p>Press SPACEBAR to begin the experiment.</p>
  </div>", ,html-keyboard-response,25.0,113675.0,0.0-2.0,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,27.0,116801.0,0.0-3.0-1.0,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,29.0,119229.0,0.0-3.0-1.1,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,31.0,121535.0,0.0-3.0-1.2,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,33.0,124355.0,0.0-3.0-1.3,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,35.0,126685.0,0.0-3.0-1.4,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,37.0,129284.0,0.0-3.0-1.5,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,39.0,131722.0,0.0-3.0-1.6,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,41.0,134186.0,0.0-3.0-1.7,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,43.0,136424.0,0.0-3.0-1.8,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,45.0,138717.0,0.0-3.0-1.9,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,47.0,140866.0,0.0-3.0-1.10,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,49.0,142926.0,0.0-3.0-1.11,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,51.0,144975.0,0.0-3.0-1.12,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,53.0,147262.0,0.0-3.0-1.13,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,55.0,149487.0,0.0-3.0-1.14,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,57.0,151586.0,0.0-3.0-1.15,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,59.0,153726.0,0.0-3.0-1.16,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,61.0,155913.0,0.0-3.0-1.17,anon_subject_107,659f04805339f753c1b65235,65a03f783e71fc9f72cd91c7,0.5210110424534102,session-65a04033a0ec5,prompt,,,
,,,,,,,,,,,session-65a04033a0ec5,,True,2024-01-11T19:23:24.268Z,gesture-beat-expt-pilot
26245.0,"
    <div class=""jspsych-content"" align=left style=""width:100%;text-align: left;"">
    <p>Congratulations, you finished the practice trials! Now we will move on to the experiment.</p>
    <p>Remember, your task is the following:
    <p>
    <ul>
      <li>Read each question carefully.</li>
      <li>Answer whether the thing in the question can or cannot be done, based on what is possible given the physical laws of the real world.</li>
      <li>You will answer by pressing the <b>""1""</b> key for YES, or the <b>""0""</b> key for NO.</li>
      <li>Respond as quickly as you can.</li>
    </ul>
    <br>
  <p>Press SPACEBAR to begin the experiment.</p>
  </div>", ,html-keyboard-response,41.0,188162.0,0.0-2.0,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,43.0,194653.0,0.0-3.0-1.0,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,45.0,199159.0,0.0-3.0-1.1,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,47.0,202733.0,0.0-3.0-1.2,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,49.0,207088.0,0.0-3.0-1.3,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,51.0,213137.0,0.0-3.0-1.4,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,53.0,216944.0,0.0-3.0-1.5,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,55.0,220395.0,0.0-3.0-1.6,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,57.0,225965.0,0.0-3.0-1.7,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,59.0,229234.0,0.0-3.0-1.8,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,61.0,232671.0,0.0-3.0-1.9,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,63.0,236477.0,0.0-3.0-1.10,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,65.0,241092.0,0.0-3.0-1.11,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,67.0,244915.0,0.0-3.0-1.12,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,69.0,249219.0,0.0-3.0-1.13,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,71.0,254322.0,0.0-3.0-1.14,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,73.0,259282.0,0.0-3.0-1.15,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,75.0,263145.0,0.0-3.0-1.16,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,77.0,266081.0,0.0-3.0-1.17,anon_subject_133,659f04805339f753c1b65235,65a04749f51e8f6fd7a743a3,0.5104510701590899,session-65a048bb4a52b,prompt,,,
,,,,,,,,,,,session-65a048bb4a52b,,True,2024-01-11T19:59:54.154Z,gesture-beat-expt-pilot
5793.0,"
    <div class=""jspsych-content"" align=left style=""width:100%;text-align: left;"">
    <p>Congratulations, you finished the practice trials! Now we will move on to the experiment.</p>
    <p>Remember, your task is the following:
    <p>
    <ul>
      <li>Read each question carefully.</li>
      <li>Answer whether the thing in the question can or cannot be done, based on what is possible given the physical laws of the real world.</li>
      <li>You will answer by pressing the <b>""1""</b> key for YES, or the <b>""0""</b> key for NO.</li>
      <li>Respond as quickly as you can.</li>
    </ul>
    <br>
  <p>Press SPACEBAR to begin the experiment.</p>
  </div>", ,html-keyboard-response,65.0,220413.0,0.0-2.0,anon_subject_290,659f04805339f753c1b65235,65a03f302159acf46857ff8d,0.26138414994028847,session-65a04067edcbf,,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,67.0,224638.0,0.0-3.0-1.0,anon_subject_290,659f04805339f753c1b65235,65a03f302159acf46857ff8d,0.26138414994028847,session-65a04067edcbf,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,69.0,228713.0,0.0-3.0-1.1,anon_subject_290,659f04805339f753c1b65235,65a03f302159acf46857ff8d,0.26138414994028847,session-65a04067edcbf,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,71.0,231760.0,0.0-3.0-1.2,anon_subject_290,659f04805339f753c1b65235,65a03f302159acf46857ff8d,0.26138414994028847,session-65a04067edcbf,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,73.0,234312.0,0.0-3.0-1.3,anon_subject_290,659f04805339f753c1b65235,65a03f302159acf46857ff8d,0.26138414994028847,session-65a04067edcbf,prompt,,,
,"
  <div style=""font-size:20px;"">
      <p>Your response has been logged.</p>
  </div>
  ",,html-keyboard-response,75.0,237372.0,0.0-3.0-1.4,anon_subject_290,659f04805339f753c1b65235,65a03f302159acf46857ff8d,0.26138414994028847,session-65a04067edcbf,prompt,,,
