item_id,eval_prefix,condition,continuation,continuation_sum_logprob,continuation_mean_logprob,model,revision
42,He melted a chocolate bar using,probable,a stove.,-16.374385833740234,-5.458128611246745,allenai/OLMo-7B-0424-hf,step500-tokens2B
42,He melted a chocolate bar using,improbable,a radiator.,-24.597827911376953,-6.149456977844238,allenai/OLMo-7B-0424-hf,step500-tokens2B
42,He melted a chocolate bar using,impossible,a napkin.,-25.379429817199707,-6.344857454299927,allenai/OLMo-7B-0424-hf,step500-tokens2B
42,He melted a chocolate bar using,inconceivable,a promise.,-16.809181213378906,-5.603060404459636,allenai/OLMo-7B-0424-hf,step500-tokens2B
42,He melted a chocolate bar using,inconceivable_syntactic,took.,-11.7501859664917,-5.87509298324585,allenai/OLMo-7B-0424-hf,step500-tokens2B
43,He opened a jar using,probable,his hands.,-20.086238861083984,-6.695412953694661,allenai/OLMo-7B-0424-hf,step500-tokens2B
43,He opened a jar using,improbable,his feet.,-20.308799743652344,-6.769599914550781,allenai/OLMo-7B-0424-hf,step500-tokens2B
43,He opened a jar using,impossible,his mind.,-20.943333625793457,-6.981111208597819,allenai/OLMo-7B-0424-hf,step500-tokens2B
43,He opened a jar using,inconceivable,an opinion.,-18.482295513153076,-6.160765171051025,allenai/OLMo-7B-0424-hf,step500-tokens2B
43,He opened a jar using,inconceivable_syntactic,never.,-14.212458610534668,-7.106229305267334,allenai/OLMo-7B-0424-hf,step500-tokens2B
44,He packed a suit inside,probable,a suitcase.,-19.654462814331055,-6.5514876047770185,allenai/OLMo-7B-0424-hf,step500-tokens2B
44,He packed a suit inside,improbable,a pocket.,-17.87550449371338,-5.95850149790446,allenai/OLMo-7B-0424-hf,step500-tokens2B
44,He packed a suit inside,impossible,a raspberry.,-26.25673770904541,-6.5641844272613525,allenai/OLMo-7B-0424-hf,step500-tokens2B
44,He packed a suit inside,inconceivable,a groan.,-24.068565845489502,-6.0171414613723755,allenai/OLMo-7B-0424-hf,step500-tokens2B
44,He packed a suit inside,inconceivable_syntactic,got.,-13.722027778625488,-6.861013889312744,allenai/OLMo-7B-0424-hf,step500-tokens2B
45,He painted a wall using,probable,a brush.,-17.41278314590454,-5.804261048634847,allenai/OLMo-7B-0424-hf,step500-tokens2B
45,He painted a wall using,improbable,a mop.,-23.154041290283203,-5.788510322570801,allenai/OLMo-7B-0424-hf,step500-tokens2B
45,He painted a wall using,impossible,a bathtub.,-33.508102893829346,-6.701620578765869,allenai/OLMo-7B-0424-hf,step500-tokens2B
45,He painted a wall using,inconceivable,a whisper.,-20.11544179916382,-6.7051472663879395,allenai/OLMo-7B-0424-hf,step500-tokens2B
45,He painted a wall using,inconceivable_syntactic,decide.,-15.379162788391113,-7.689581394195557,allenai/OLMo-7B-0424-hf,step500-tokens2B
46,He paved a road using,probable,cement.,-14.706930160522461,-7.3534650802612305,allenai/OLMo-7B-0424-hf,step500-tokens2B
46,He paved a road using,improbable,seashells.,-31.698511123657227,-7.924627780914307,allenai/OLMo-7B-0424-hf,step500-tokens2B
46,He paved a road using,impossible,a comet.,-19.717310905456543,-6.572436968485515,allenai/OLMo-7B-0424-hf,step500-tokens2B
46,He paved a road using,inconceivable,happiness.,-14.117262840270996,-7.058631420135498,allenai/OLMo-7B-0424-hf,step500-tokens2B
46,He paved a road using,inconceivable_syntactic,although.,-14.154633522033691,-7.077316761016846,allenai/OLMo-7B-0424-hf,step500-tokens2B
47,He plucked a hair using,probable,tweezers.,-30.753721714019775,-7.688430428504944,allenai/OLMo-7B-0424-hf,step500-tokens2B
47,He plucked a hair using,improbable,tongs.,-21.63381814956665,-7.211272716522217,allenai/OLMo-7B-0424-hf,step500-tokens2B
47,He plucked a hair using,impossible,a spoon.,-16.28407049179077,-5.428023497263591,allenai/OLMo-7B-0424-hf,step500-tokens2B
47,He plucked a hair using,inconceivable,sympathy.,-15.59444522857666,-7.79722261428833,allenai/OLMo-7B-0424-hf,step500-tokens2B
47,He plucked a hair using,inconceivable_syntactic,since.,-11.251816749572754,-5.625908374786377,allenai/OLMo-7B-0424-hf,step500-tokens2B
48,He polished jewelry using,probable,a cloth.,-19.110467433929443,-6.3701558113098145,allenai/OLMo-7B-0424-hf,step500-tokens2B
48,He polished jewelry using,improbable,a shirt.,-19.041449069976807,-6.347149689992269,allenai/OLMo-7B-0424-hf,step500-tokens2B
48,He polished jewelry using,impossible,a chainsaw.,-29.78538465499878,-7.446346163749695,allenai/OLMo-7B-0424-hf,step500-tokens2B
48,He polished jewelry using,inconceivable,music.,-11.644964218139648,-5.822482109069824,allenai/OLMo-7B-0424-hf,step500-tokens2B
48,He polished jewelry using,inconceivable_syntactic,know.,-11.898858070373535,-5.949429035186768,allenai/OLMo-7B-0424-hf,step500-tokens2B
49,He popped a balloon using,probable,a thumbtack.,-47.711631774902344,-7.951938629150391,allenai/OLMo-7B-0424-hf,step500-tokens2B
49,He popped a balloon using,improbable,a spear.,-19.154772758483887,-6.384924252827962,allenai/OLMo-7B-0424-hf,step500-tokens2B
49,He popped a balloon using,impossible,cotton balls.,-24.574323654174805,-8.191441218058268,allenai/OLMo-7B-0424-hf,step500-tokens2B
49,He popped a balloon using,inconceivable,a story.,-17.837632179260254,-5.945877393086751,allenai/OLMo-7B-0424-hf,step500-tokens2B
49,He popped a balloon using,inconceivable_syntactic,because.,-11.130126476287842,-5.565063238143921,allenai/OLMo-7B-0424-hf,step500-tokens2B
50,He removed a stain using,probable,bleach.,-24.014602661132812,-8.004867553710938,allenai/OLMo-7B-0424-hf,step500-tokens2B
50,He removed a stain using,improbable,vinegar.,-13.880621910095215,-6.940310955047607,allenai/OLMo-7B-0424-hf,step500-tokens2B
50,He removed a stain using,impossible,dirt.,-14.062153816223145,-7.031076908111572,allenai/OLMo-7B-0424-hf,step500-tokens2B
50,He removed a stain using,inconceivable,truth.,-13.668091773986816,-6.834045886993408,allenai/OLMo-7B-0424-hf,step500-tokens2B
50,He removed a stain using,inconceivable_syntactic,would.,-10.016260147094727,-5.008130073547363,allenai/OLMo-7B-0424-hf,step500-tokens2B
51,He rinsed fruit using,probable,a sink.,-19.82572650909424,-6.608575503031413,allenai/OLMo-7B-0424-hf,step500-tokens2B
51,He rinsed fruit using,improbable,a hose.,-17.889819622039795,-5.963273207346599,allenai/OLMo-7B-0424-hf,step500-tokens2B
51,He rinsed fruit using,impossible,a clock.,-19.15700387954712,-6.38566795984904,allenai/OLMo-7B-0424-hf,step500-tokens2B
51,He rinsed fruit using,inconceivable,a giggle.,-30.840956211090088,-7.710239052772522,allenai/OLMo-7B-0424-hf,step500-tokens2B
51,He rinsed fruit using,inconceivable_syntactic,create.,-10.81785535812378,-5.40892767906189,allenai/OLMo-7B-0424-hf,step500-tokens2B
52,He sewed a shirt using,probable,a needle.,-17.618096828460693,-5.872698942820231,allenai/OLMo-7B-0424-hf,step500-tokens2B
52,He sewed a shirt using,improbable,a toothpick.,-28.965138912200928,-7.241284728050232,allenai/OLMo-7B-0424-hf,step500-tokens2B
52,He sewed a shirt using,impossible,a potato.,-18.518052577972412,-6.172684192657471,allenai/OLMo-7B-0424-hf,step500-tokens2B
52,He sewed a shirt using,inconceivable,thunder.,-15.167396545410156,-7.583698272705078,allenai/OLMo-7B-0424-hf,step500-tokens2B
52,He sewed a shirt using,inconceivable_syntactic,upon.,-12.392895698547363,-6.196447849273682,allenai/OLMo-7B-0424-hf,step500-tokens2B
53,He shattered a window using,probable,a stone.,-16.450714111328125,-5.483571370442708,allenai/OLMo-7B-0424-hf,step500-tokens2B
53,He shattered a window using,improbable,a frisbee.,-35.39654588699341,-7.079309177398682,allenai/OLMo-7B-0424-hf,step500-tokens2B
53,He shattered a window using,impossible,confetti.,-24.5205078125,-8.173502604166666,allenai/OLMo-7B-0424-hf,step500-tokens2B
53,He shattered a window using,inconceivable,a concept.,-14.848109245300293,-4.949369748433431,allenai/OLMo-7B-0424-hf,step500-tokens2B
53,He shattered a window using,inconceivable_syntactic,must.,-11.238069534301758,-5.619034767150879,allenai/OLMo-7B-0424-hf,step500-tokens2B
54,He shaved his beard using,probable,a razor.,-20.011797428131104,-6.670599142710368,allenai/OLMo-7B-0424-hf,step500-tokens2B
54,He shaved his beard using,improbable,a knife.,-17.57408857345581,-5.8580295244852705,allenai/OLMo-7B-0424-hf,step500-tokens2B
54,He shaved his beard using,impossible,a teabag.,-36.09704828262329,-7.219409656524658,allenai/OLMo-7B-0424-hf,step500-tokens2B
54,He shaved his beard using,inconceivable,a belief.,-17.151512622833252,-5.717170874277751,allenai/OLMo-7B-0424-hf,step500-tokens2B
54,He shaved his beard using,inconceivable_syntactic,now.,-11.30724811553955,-5.653624057769775,allenai/OLMo-7B-0424-hf,step500-tokens2B
55,He smashed a pumpkin using,probable,a hammer.,-18.57685089111328,-6.192283630371094,allenai/OLMo-7B-0424-hf,step500-tokens2B
55,He smashed a pumpkin using,improbable,a boulder.,-26.671316146850586,-6.6678290367126465,allenai/OLMo-7B-0424-hf,step500-tokens2B
55,He smashed a pumpkin using,impossible,a leaf.,-17.566482543945312,-5.8554941813151045,allenai/OLMo-7B-0424-hf,step500-tokens2B
55,He smashed a pumpkin using,inconceivable,a number.,-12.728711128234863,-4.242903709411621,allenai/OLMo-7B-0424-hf,step500-tokens2B
55,He smashed a pumpkin using,inconceivable_syntactic,remember.,-16.02487850189209,-8.012439250946045,allenai/OLMo-7B-0424-hf,step500-tokens2B
56,He split a log using,probable,an axe.,-21.479648113250732,-7.159882704416911,allenai/OLMo-7B-0424-hf,step500-tokens2B
56,He split a log using,improbable,a saw.,-18.74621295928955,-6.248737653096517,allenai/OLMo-7B-0424-hf,step500-tokens2B
56,He split a log using,impossible,a feather.,-18.932188987731934,-6.3107296625773115,allenai/OLMo-7B-0424-hf,step500-tokens2B
56,He split a log using,inconceivable,a gasp.,-23.5086350440979,-5.877158761024475,allenai/OLMo-7B-0424-hf,step500-tokens2B
56,He split a log using,inconceivable_syntactic,forward.,-11.374943733215332,-5.687471866607666,allenai/OLMo-7B-0424-hf,step500-tokens2B
57,He squeezed juice from,probable,an orange.,-19.976521015167236,-6.658840338389079,allenai/OLMo-7B-0424-hf,step500-tokens2B
57,He squeezed juice from,improbable,meat.,-13.511982917785645,-6.755991458892822,allenai/OLMo-7B-0424-hf,step500-tokens2B
57,He squeezed juice from,impossible,an envelope.,-20.044146060943604,-6.681382020314534,allenai/OLMo-7B-0424-hf,step500-tokens2B
57,He squeezed juice from,inconceivable,a mumble.,-25.854983806610107,-6.463745951652527,allenai/OLMo-7B-0424-hf,step500-tokens2B
57,He squeezed juice from,inconceivable_syntactic,did.,-11.137837409973145,-5.568918704986572,allenai/OLMo-7B-0424-hf,step500-tokens2B
58,He squished a blueberry using,probable,his finger.,-18.918395042419434,-6.306131680806478,allenai/OLMo-7B-0424-hf,step500-tokens2B
58,He squished a blueberry using,improbable,his nose.,-19.775635719299316,-6.591878573099772,allenai/OLMo-7B-0424-hf,step500-tokens2B
58,He squished a blueberry using,impossible,his breath.,-18.667841911315918,-6.22261397043864,allenai/OLMo-7B-0424-hf,step500-tokens2B
58,He squished a blueberry using,inconceivable,a sight.,-17.50302219390869,-5.834340731302897,allenai/OLMo-7B-0424-hf,step500-tokens2B
58,He squished a blueberry using,inconceivable_syntactic,hence.,-14.735815048217773,-7.367907524108887,allenai/OLMo-7B-0424-hf,step500-tokens2B
59,He started a fire using,probable,kindling.,-21.44608783721924,-7.148695945739746,allenai/OLMo-7B-0424-hf,step500-tokens2B
59,He started a fire using,improbable,furniture.,-12.074690818786621,-6.0373454093933105,allenai/OLMo-7B-0424-hf,step500-tokens2B
59,He started a fire using,impossible,milk.,-13.947543144226074,-6.973771572113037,allenai/OLMo-7B-0424-hf,step500-tokens2B
59,He started a fire using,inconceivable,humor.,-14.737800598144531,-7.368900299072266,allenai/OLMo-7B-0424-hf,step500-tokens2B
59,He started a fire using,inconceivable_syntactic,again.,-11.584026336669922,-5.792013168334961,allenai/OLMo-7B-0424-hf,step500-tokens2B
60,He stored dishes inside,probable,a cabinet.,-19.02881145477295,-6.342937151590983,allenai/OLMo-7B-0424-hf,step500-tokens2B
60,He stored dishes inside,improbable,an attic.,-20.387633800506592,-6.795877933502197,allenai/OLMo-7B-0424-hf,step500-tokens2B
60,He stored dishes inside,impossible,a thimble.,-35.27531433105469,-7.055062866210937,allenai/OLMo-7B-0424-hf,step500-tokens2B
60,He stored dishes inside,inconceivable,an equation.,-20.46208429336548,-6.820694764455159,allenai/OLMo-7B-0424-hf,step500-tokens2B
60,He stored dishes inside,inconceivable_syntactic,quite.,-11.43545150756836,-5.71772575378418,allenai/OLMo-7B-0424-hf,step500-tokens2B
61,He took a vacation to,probable,the beach.,-10.71364164352417,-3.571213881174723,allenai/OLMo-7B-0424-hf,step500-tokens2B
61,He took a vacation to,improbable,the desert.,-13.324583053588867,-4.441527684529622,allenai/OLMo-7B-0424-hf,step500-tokens2B
61,He took a vacation to,impossible,the sun.,-10.949100494384766,-3.649700164794922,allenai/OLMo-7B-0424-hf,step500-tokens2B
61,He took a vacation to,inconceivable,a verb.,-16.045764923095703,-5.348588307698567,allenai/OLMo-7B-0424-hf,step500-tokens2B
61,He took a vacation to,inconceivable_syntactic,while.,-12.449416160583496,-6.224708080291748,allenai/OLMo-7B-0424-hf,step500-tokens2B
62,He tightened a bolt using,probable,a wrench.,-28.94242763519287,-7.235606908798218,allenai/OLMo-7B-0424-hf,step500-tokens2B
62,He tightened a bolt using,improbable,chopsticks.,-34.17964220046997,-8.544910550117493,allenai/OLMo-7B-0424-hf,step500-tokens2B
62,He tightened a bolt using,impossible,a house.,-16.994147300720215,-5.664715766906738,allenai/OLMo-7B-0424-hf,step500-tokens2B
62,He tightened a bolt using,inconceivable,a dream.,-15.607069969177246,-5.202356656392415,allenai/OLMo-7B-0424-hf,step500-tokens2B
62,He tightened a bolt using,inconceivable_syntactic,put.,-12.030069351196289,-6.0150346755981445,allenai/OLMo-7B-0424-hf,step500-tokens2B
63,He turned an apple into,probable,a pie.,-15.453998565673828,-5.151332855224609,allenai/OLMo-7B-0424-hf,step500-tokens2B
63,He turned an apple into,improbable,a salad.,-17.495933532714844,-5.831977844238281,allenai/OLMo-7B-0424-hf,step500-tokens2B
63,He turned an apple into,impossible,a cherry.,-17.084263801574707,-5.694754600524902,allenai/OLMo-7B-0424-hf,step500-tokens2B
63,He turned an apple into,inconceivable,honesty.,-13.42269229888916,-6.71134614944458,allenai/OLMo-7B-0424-hf,step500-tokens2B
63,He turned an apple into,inconceivable_syntactic,below.,-10.591409683227539,-5.2957048416137695,allenai/OLMo-7B-0424-hf,step500-tokens2B
64,He unlocked a door using,probable,a key.,-15.625540733337402,-5.208513577779134,allenai/OLMo-7B-0424-hf,step500-tokens2B
64,He unlocked a door using,improbable,a screwdriver.,-29.885573863983154,-7.471393465995789,allenai/OLMo-7B-0424-hf,step500-tokens2B
64,He unlocked a door using,impossible,a marshmallow.,-38.51856088638306,-7.7037121772766115,allenai/OLMo-7B-0424-hf,step500-tokens2B
64,He unlocked a door using,inconceivable,a lie.,-17.164493560791016,-5.721497853597005,allenai/OLMo-7B-0424-hf,step500-tokens2B
64,He unlocked a door using,inconceivable_syntactic,off.,-9.270176887512207,-4.6350884437561035,allenai/OLMo-7B-0424-hf,step500-tokens2B
65,He washed his hair using,probable,shampoo.,-32.82595729827881,-8.206489324569702,allenai/OLMo-7B-0424-hf,step500-tokens2B
65,He washed his hair using,improbable,detergent.,-17.347808837890625,-8.673904418945312,allenai/OLMo-7B-0424-hf,step500-tokens2B
65,He washed his hair using,impossible,a rainbow.,-19.963887214660645,-6.654629071553548,allenai/OLMo-7B-0424-hf,step500-tokens2B
65,He washed his hair using,inconceivable,applause.,-15.549517631530762,-7.774758815765381,allenai/OLMo-7B-0424-hf,step500-tokens2B
65,He washed his hair using,inconceivable_syntactic,if.,-11.064230918884277,-5.532115459442139,allenai/OLMo-7B-0424-hf,step500-tokens2B
66,He wore shoes made of,probable,leather.,-11.674141883850098,-5.837070941925049,allenai/OLMo-7B-0424-hf,step500-tokens2B
66,He wore shoes made of,improbable,wood.,-9.723267555236816,-4.861633777618408,allenai/OLMo-7B-0424-hf,step500-tokens2B
66,He wore shoes made of,impossible,stars.,-11.52924633026123,-5.764623165130615,allenai/OLMo-7B-0424-hf,step500-tokens2B
66,He wore shoes made of,inconceivable,traffic.,-9.551501750946045,-4.7757508754730225,allenai/OLMo-7B-0424-hf,step500-tokens2B
66,He wore shoes made of,inconceivable_syntactic,there.,-10.048576354980469,-5.024288177490234,allenai/OLMo-7B-0424-hf,step500-tokens2B
67,He wrapped a present using,probable,paper.,-11.571261405944824,-5.785630702972412,allenai/OLMo-7B-0424-hf,step500-tokens2B
67,He wrapped a present using,improbable,a dress.,-20.41157817840576,-6.803859392801921,allenai/OLMo-7B-0424-hf,step500-tokens2B
67,He wrapped a present using,impossible,ketchup.,-34.598520278930664,-8.649630069732666,allenai/OLMo-7B-0424-hf,step500-tokens2B
67,He wrapped a present using,inconceivable,gossip.,-17.35503387451172,-8.67751693725586,allenai/OLMo-7B-0424-hf,step500-tokens2B
67,He wrapped a present using,inconceivable_syntactic,any.,-12.132250785827637,-6.066125392913818,allenai/OLMo-7B-0424-hf,step500-tokens2B
68,He wrote a letter using,probable,a pen.,-17.860323429107666,-5.953441143035889,allenai/OLMo-7B-0424-hf,step500-tokens2B
68,He wrote a letter using,improbable,a stylus.,-25.58940839767456,-6.39735209941864,allenai/OLMo-7B-0424-hf,step500-tokens2B
68,He wrote a letter using,impossible,a snowflake.,-37.65297746658325,-7.530595493316651,allenai/OLMo-7B-0424-hf,step500-tokens2B
68,He wrote a letter using,inconceivable,a marathon.,-19.4865984916687,-6.495532830556233,allenai/OLMo-7B-0424-hf,step500-tokens2B
68,He wrote a letter using,inconceivable_syntactic,among.,-14.4899263381958,-7.2449631690979,allenai/OLMo-7B-0424-hf,step500-tokens2B
69,He wrote an equation on,probable,a chalkboard.,-26.058076858520508,-6.514519214630127,allenai/OLMo-7B-0424-hf,step500-tokens2B
69,He wrote an equation on,improbable,a billboard.,-21.092031002044678,-5.273007750511169,allenai/OLMo-7B-0424-hf,step500-tokens2B
69,He wrote an equation on,impossible,an atom.,-18.53592014312744,-6.178640047709147,allenai/OLMo-7B-0424-hf,step500-tokens2B
69,He wrote an equation on,inconceivable,a scream.,-18.559253692626953,-6.186417897542317,allenai/OLMo-7B-0424-hf,step500-tokens2B
69,He wrote an equation on,inconceivable_syntactic,across.,-10.266131401062012,-5.133065700531006,allenai/OLMo-7B-0424-hf,step500-tokens2B
