item_id,condition,continuation,approx,count,latency,token_ids,tokens,n_tokens
58,inconceivable_syntactic,hence,False,8576,0.3337860107421875,[12891],['Ġhence'],1
59,probable,kindling,False,135,0.34809112548828125,"[1611, 1359]","['Ġkind', 'ling']",2
59,improbable,furniture,False,2451,0.3268718719482422,[13091],['Ġfurniture'],1
59,impossible,milk,False,6648,0.3323554992675781,[7545],['Ġmilk'],1
59,inconceivable,humor,False,2604,0.3275871276855469,[14733],['Ġhumor'],1
59,inconceivable_syntactic,again,False,61526,0.3371238708496094,[757],['Ġagain'],1
60,probable,a cabinet,False,224,0.3266334533691406,"[257, 13447]","['Ġa', 'Ġcabinet']",2
60,improbable,an attic,False,35,0.3314018249511719,"[281, 46113]","['Ġan', 'Ġattic']",2
60,impossible,a thimble,False,13,0.3249645233154297,"[257, 294, 34477]","['Ġa', 'Ġth', 'imble']",3
60,inconceivable,an equation,False,310,0.3211498260498047,"[281, 16022]","['Ġan', 'Ġequation']",2
60,inconceivable_syntactic,quite,False,27974,0.331878662109375,[2407],['Ġquite'],1
61,probable,the beach,False,2037,0.32830238342285156,"[262, 10481]","['Ġthe', 'Ġbeach']",2
61,improbable,the desert,False,936,0.3147125244140625,"[262, 10326]","['Ġthe', 'Ġdesert']",2
61,impossible,the sun,False,5158,0.31065940856933594,"[262, 4252]","['Ġthe', 'Ġsun']",2
61,inconceivable,a verb,False,183,0.316619873046875,"[257, 15942]","['Ġa', 'Ġverb']",2
61,inconceivable_syntactic,while,False,103193,0.33020973205566406,[981],['Ġwhile'],1
62,probable,a wrench,False,77,0.3294944763183594,"[257, 34561]","['Ġa', 'Ġwrench']",2
62,improbable,chopsticks,False,108,0.33855438232421875,"[30506, 34810]","['Ġchop', 'sticks']",2
62,impossible,a house,False,2315,0.3211498260498047,"[257, 2156]","['Ġa', 'Ġhouse']",2
62,inconceivable,a dream,False,1568,0.31256675720214844,"[257, 4320]","['Ġa', 'Ġdream']",2
62,inconceivable_syntactic,put,False,53834,0.3314018249511719,[1234],['Ġput'],1
63,probable,a pie,False,303,0.31495094299316406,"[257, 2508]","['Ġa', 'Ġpie']",2
63,improbable,a salad,False,193,0.3063678741455078,"[257, 20698]","['Ġa', 'Ġsalad']",2
63,impossible,a cherry,False,76,0.30803680419921875,"[257, 23612]","['Ġa', 'Ġcherry']",2
63,inconceivable,honesty,False,879,0.32901763916015625,[24345],['Ġhonesty'],1
63,inconceivable_syntactic,below,False,34819,0.3352165222167969,[2174],['Ġbelow'],1
64,probable,a key,False,5160,0.30994415283203125,"[257, 1994]","['Ġa', 'Ġkey']",2
64,improbable,a screwdriver,False,64,0.30994415283203125,"[257, 9580, 26230]","['Ġa', 'Ġscrew', 'driver']",3
64,impossible,a marshmallow,False,9,0.3101825714111328,"[257, 22397, 42725]","['Ġa', 'Ġmarsh', 'mallow']",3
64,inconceivable,a lie,False,738,0.3066062927246094,"[257, 6486]","['Ġa', 'Ġlie']",2
64,inconceivable_syntactic,off,False,86233,0.32639503479003906,[572],['Ġoff'],1
65,probable,shampoo,False,252,0.335693359375,[47259],['Ġshampoo'],1
65,improbable,detergent,False,584,0.30922889709472656,"[2206, 6783]","['Ġdeter', 'gent']",2
65,impossible,a rainbow,False,142,0.3120899200439453,"[257, 27223]","['Ġa', 'Ġrainbow']",2
65,inconceivable,applause,False,625,0.31757354736328125,[28445],['Ġapplause'],1
65,inconceivable_syntactic,if,False,339456,0.32138824462890625,[611],['Ġif'],1
66,probable,leather,False,2757,0.3173351287841797,[11620],['Ġleather'],1
66,improbable,wood,False,7781,0.3256797790527344,[4898],['Ġwood'],1
66,impossible,stars,False,9883,0.32830238342285156,[5788],['Ġstars'],1
66,inconceivable,traffic,False,9268,0.3254413604736328,[4979],['Ġtraffic'],1
66,inconceivable_syntactic,there,False,270508,0.3314018249511719,[612],['Ġthere'],1
67,probable,paper,False,29558,0.3287792205810547,[3348],['Ġpaper'],1
67,improbable,a dress,False,298,0.3211498260498047,"[257, 6576]","['Ġa', 'Ġdress']",2
67,impossible,ketchup,False,199,0.3299713134765625,"[479, 47132]","['Ġk', 'etchup']",2
67,inconceivable,gossip,False,966,0.32711029052734375,[30914],['Ġgossip'],1
67,inconceivable_syntactic,any,False,194344,0.33402442932128906,[597],['Ġany'],1
68,probable,a pen,False,485,0.33402442932128906,"[257, 3112]","['Ġa', 'Ġpen']",2
68,improbable,a stylus,False,43,0.31876564025878906,"[257, 22152, 385]","['Ġa', 'Ġstyl', 'us']",3
68,impossible,a snowflake,False,25,0.3082752227783203,"[257, 6729, 47597]","['Ġa', 'Ġsnow', 'flake']",3
68,inconceivable,a marathon,False,145,0.30493736267089844,"[257, 22336]","['Ġa', 'Ġmarathon']",2
68,inconceivable_syntactic,among,False,43517,0.3170967102050781,[1871],['Ġamong'],1
69,probable,a chalkboard,False,23,0.31638145446777344,"[257, 30860, 3526]","['Ġa', 'Ġchalk', 'board']",3
69,improbable,a billboard,False,54,0.31375885009765625,"[257, 41448]","['Ġa', 'Ġbillboard']",2
69,impossible,an atom,False,208,0.3192424774169922,"[281, 22037]","['Ġan', 'Ġatom']",2
69,inconceivable,a scream,False,142,0.3199577331542969,"[257, 8196]","['Ġa', 'Ġscream']",2
69,inconceivable_syntactic,across,False,41103,0.33402442932128906,[1973],['Ġacross'],1
