item_id,eval_prefix,condition,continuation,continuation_sum_logprob,continuation_mean_logprob,model
62,He tightened a bolt using,inconceivable,a dream.,-16.425765991210938,-5.4752553304036455,gpt2
62,He tightened a bolt using,inconceivable_syntactic,put.,-20.457061767578125,-10.228530883789062,gpt2
63,He turned an apple into,probable,a pie.,-6.166595458984375,-2.0555318196614585,gpt2
63,He turned an apple into,improbable,a salad.,-7.7157135009765625,-2.571904500325521,gpt2
63,He turned an apple into,impossible,a cherry.,-7.47412109375,-2.4913736979166665,gpt2
63,He turned an apple into,inconceivable,honesty.,-15.380393981933594,-7.690196990966797,gpt2
63,He turned an apple into,inconceivable_syntactic,below.,-18.339759826660156,-9.169879913330078,gpt2
64,He unlocked a door using,probable,a key.,-7.583900451660156,-2.5279668172200522,gpt2
64,He unlocked a door using,improbable,a screwdriver.,-7.471534729003906,-1.8678836822509766,gpt2
64,He unlocked a door using,impossible,a marshmallow.,-13.814292907714844,-3.453573226928711,gpt2
64,He unlocked a door using,inconceivable,a lie.,-13.022239685058594,-4.340746561686198,gpt2
64,He unlocked a door using,inconceivable_syntactic,off.,-17.304107666015625,-8.652053833007812,gpt2
65,He washed his hair using,probable,shampoo.,-6.519683837890625,-3.2598419189453125,gpt2
65,He washed his hair using,improbable,detergent.,-9.837459564208984,-3.2791531880696616,gpt2
65,He washed his hair using,impossible,a rainbow.,-14.219505310058594,-4.739835103352864,gpt2
65,He washed his hair using,inconceivable,applause.,-15.121963500976562,-7.560981750488281,gpt2
65,He washed his hair using,inconceivable_syntactic,if.,-17.41321563720703,-8.706607818603516,gpt2
66,He wore shoes made of,probable,leather.,-4.9922637939453125,-2.4961318969726562,gpt2
66,He wore shoes made of,improbable,wood.,-6.528633117675781,-3.2643165588378906,gpt2
66,He wore shoes made of,impossible,stars.,-11.427757263183594,-5.713878631591797,gpt2
66,He wore shoes made of,inconceivable,traffic.,-18.541122436523438,-9.270561218261719,gpt2
66,He wore shoes made of,inconceivable_syntactic,there.,-16.25347137451172,-8.12673568725586,gpt2
67,He wrapped a present using,probable,paper.,-9.152633666992188,-4.576316833496094,gpt2
67,He wrapped a present using,improbable,a dress.,-13.670944213867188,-4.5569814046223955,gpt2
67,He wrapped a present using,impossible,ketchup.,-10.77655029296875,-3.5921834309895835,gpt2
67,He wrapped a present using,inconceivable,gossip.,-15.330497741699219,-7.665248870849609,gpt2
67,He wrapped a present using,inconceivable_syntactic,any.,-16.71967315673828,-8.35983657836914,gpt2
68,He wrote a letter using,probable,a pen.,-10.466552734375,-3.4888509114583335,gpt2
68,He wrote a letter using,improbable,a stylus.,-12.180984497070312,-3.045246124267578,gpt2
68,He wrote a letter using,impossible,a snowflake.,-17.745319366455078,-4.4363298416137695,gpt2
68,He wrote a letter using,inconceivable,a marathon.,-19.885299682617188,-6.6284332275390625,gpt2
68,He wrote a letter using,inconceivable_syntactic,among.,-22.759639739990234,-11.379819869995117,gpt2
69,He wrote an equation on,probable,a chalkboard.,-8.888885498046875,-2.2222213745117188,gpt2
69,He wrote an equation on,improbable,a billboard.,-14.580177307128906,-4.860059102376302,gpt2
69,He wrote an equation on,impossible,an atom.,-14.528594970703125,-4.842864990234375,gpt2
69,He wrote an equation on,inconceivable,a scream.,-21.219383239746094,-7.073127746582031,gpt2
69,He wrote an equation on,inconceivable_syntactic,across.,-19.400394439697266,-9.700197219848633,gpt2
