item_id,eval_prefix,condition,continuation,continuation_sum_logprob,continuation_mean_logprob,model
58,He squished a blueberry using,inconceivable,a sight.,-18.778396606445312,-6.2594655354817705,gpt2-medium
58,He squished a blueberry using,inconceivable_syntactic,hence.,-19.369489669799805,-9.684744834899902,gpt2-medium
59,He started a fire using,probable,kindling.,-11.713397979736328,-3.904465993245443,gpt2-medium
59,He started a fire using,improbable,furniture.,-11.254508972167969,-5.627254486083984,gpt2-medium
59,He started a fire using,impossible,milk.,-10.897171020507812,-5.448585510253906,gpt2-medium
59,He started a fire using,inconceivable,humor.,-14.185375213623047,-7.092687606811523,gpt2-medium
59,He started a fire using,inconceivable_syntactic,again.,-15.141582489013672,-7.570791244506836,gpt2-medium
60,He stored dishes inside,probable,a cabinet.,-10.22894287109375,-3.4096476236979165,gpt2-medium
60,He stored dishes inside,improbable,an attic.,-12.462059020996094,-4.154019673665364,gpt2-medium
60,He stored dishes inside,impossible,a thimble.,-15.153076171875,-3.78826904296875,gpt2-medium
60,He stored dishes inside,inconceivable,an equation.,-17.904319763183594,-5.968106587727864,gpt2-medium
60,He stored dishes inside,inconceivable_syntactic,quite.,-19.67388916015625,-9.836944580078125,gpt2-medium
61,He took a vacation to,probable,the beach.,-8.252250671386719,-2.7507502237955728,gpt2-medium
61,He took a vacation to,improbable,the desert.,-10.867973327636719,-3.6226577758789062,gpt2-medium
61,He took a vacation to,impossible,the sun.,-11.690441131591797,-3.896813710530599,gpt2-medium
61,He took a vacation to,inconceivable,a verb.,-23.948833465576172,-7.982944488525391,gpt2-medium
61,He took a vacation to,inconceivable_syntactic,while.,-20.07095718383789,-10.035478591918945,gpt2-medium
62,He tightened a bolt using,probable,a wrench.,-6.720584869384766,-2.2401949564615884,gpt2-medium
62,He tightened a bolt using,improbable,chopsticks.,-10.476816177368164,-3.492272059122721,gpt2-medium
62,He tightened a bolt using,impossible,a house.,-18.293960571289062,-6.0979868570963545,gpt2-medium
62,He tightened a bolt using,inconceivable,a dream.,-17.69121551513672,-5.897071838378906,gpt2-medium
62,He tightened a bolt using,inconceivable_syntactic,put.,-20.81210708618164,-10.40605354309082,gpt2-medium
63,He turned an apple into,probable,a pie.,-6.6548919677734375,-2.218297322591146,gpt2-medium
63,He turned an apple into,improbable,a salad.,-8.682456970214844,-2.8941523234049478,gpt2-medium
63,He turned an apple into,impossible,a cherry.,-10.277820587158203,-3.425940195719401,gpt2-medium
63,He turned an apple into,inconceivable,honesty.,-15.127323150634766,-7.563661575317383,gpt2-medium
63,He turned an apple into,inconceivable_syntactic,below.,-19.132600784301758,-9.566300392150879,gpt2-medium
64,He unlocked a door using,probable,a key.,-7.507625579833984,-2.5025418599446616,gpt2-medium
64,He unlocked a door using,improbable,a screwdriver.,-8.311779022216797,-2.077944755554199,gpt2-medium
64,He unlocked a door using,impossible,a marshmallow.,-13.54699182510376,-3.38674795627594,gpt2-medium
64,He unlocked a door using,inconceivable,a lie.,-14.12302017211914,-4.70767339070638,gpt2-medium
64,He unlocked a door using,inconceivable_syntactic,off.,-18.954469680786133,-9.477234840393066,gpt2-medium
65,He washed his hair using,probable,shampoo.,-7.49639892578125,-3.748199462890625,gpt2-medium
65,He washed his hair using,improbable,detergent.,-8.543909072875977,-2.8479696909586587,gpt2-medium
65,He washed his hair using,impossible,a rainbow.,-15.15121841430664,-5.050406138102214,gpt2-medium
65,He washed his hair using,inconceivable,applause.,-17.801715850830078,-8.900857925415039,gpt2-medium
65,He washed his hair using,inconceivable_syntactic,if.,-16.824642181396484,-8.412321090698242,gpt2-medium
66,He wore shoes made of,probable,leather.,-5.072044372558594,-2.536022186279297,gpt2-medium
66,He wore shoes made of,improbable,wood.,-5.184661865234375,-2.5923309326171875,gpt2-medium
66,He wore shoes made of,impossible,stars.,-10.766143798828125,-5.3830718994140625,gpt2-medium
66,He wore shoes made of,inconceivable,traffic.,-16.04875946044922,-8.02437973022461,gpt2-medium
66,He wore shoes made of,inconceivable_syntactic,there.,-13.544990539550781,-6.772495269775391,gpt2-medium
67,He wrapped a present using,probable,paper.,-8.724231719970703,-4.362115859985352,gpt2-medium
67,He wrapped a present using,improbable,a dress.,-11.698078155517578,-3.899359385172526,gpt2-medium
67,He wrapped a present using,impossible,ketchup.,-11.75510025024414,-3.9183667500813804,gpt2-medium
67,He wrapped a present using,inconceivable,gossip.,-15.908329010009766,-7.954164505004883,gpt2-medium
67,He wrapped a present using,inconceivable_syntactic,any.,-15.433521270751953,-7.716760635375977,gpt2-medium
68,He wrote a letter using,probable,a pen.,-9.233501434326172,-3.077833811442057,gpt2-medium
68,He wrote a letter using,improbable,a stylus.,-10.577383041381836,-2.644345760345459,gpt2-medium
68,He wrote a letter using,impossible,a snowflake.,-14.794979095458984,-3.698744773864746,gpt2-medium
68,He wrote a letter using,inconceivable,a marathon.,-17.739627838134766,-5.913209279378255,gpt2-medium
68,He wrote a letter using,inconceivable_syntactic,among.,-20.825511932373047,-10.412755966186523,gpt2-medium
69,He wrote an equation on,probable,a chalkboard.,-7.298526763916016,-1.824631690979004,gpt2-medium
69,He wrote an equation on,improbable,a billboard.,-12.890209197998047,-4.296736399332683,gpt2-medium
69,He wrote an equation on,impossible,an atom.,-13.231239318847656,-4.410413106282552,gpt2-medium
69,He wrote an equation on,inconceivable,a scream.,-18.061199188232422,-6.020399729410808,gpt2-medium
69,He wrote an equation on,inconceivable_syntactic,across.,-19.647682189941406,-9.823841094970703,gpt2-medium
