item_id,condition,continuation,approx,count,latency,token_ids,tokens,n_tokens
57,impossible,an envelope,False,1340529,29.313325881958008,"[385, 427, 21367]","['▁an', '▁en', 'velope']",3
57,inconceivable,a mumble,False,28841,25.527238845825195,"[263, 286, 15563]","['▁a', '▁m', 'umble']",3
57,inconceivable_syntactic,did,False,846847677,47.57189750671387,[1258],['▁did'],1
58,probable,his finger,False,1721628,56.41984939575195,"[670, 19917]","['▁his', '▁finger']",2
58,improbable,his nose,False,2504222,34.17253494262695,"[670, 26414]","['▁his', '▁nose']",2
58,impossible,his breath,False,1998289,25.80857276916504,"[670, 16172]","['▁his', '▁breath']",2
58,inconceivable,a sight,False,2320469,60.209035873413086,"[263, 11126]","['▁a', '▁sight']",2
58,inconceivable_syntactic,hence,False,40344510,14.278888702392578,[8151],['▁hence'],1
59,probable,kindling,False,636519,12.70151138305664,"[2924, 1847]","['▁kind', 'ling']",2
59,improbable,furniture,False,48794333,24.296283721923828,"[15252, 17252]","['▁furn', 'iture']",2
59,impossible,milk,False,73258813,46.7534065246582,[27274],['▁milk'],1
59,inconceivable,humor,False,22020548,33.616065979003906,[27448],['▁humor'],1
59,inconceivable_syntactic,again,False,563331614,42.03987121582031,[1449],['▁again'],1
60,probable,a cabinet,False,1554096,48.546791076660156,"[263, 28966]","['▁a', '▁cabinet']",2
60,improbable,an attic,False,448856,34.677982330322266,"[385, 1098, 293]","['▁an', '▁att', 'ic']",3
60,impossible,a thimble,False,106759,50.54306983947754,"[263, 266, 326, 569]","['▁a', '▁th', 'im', 'ble']",4
60,inconceivable,an equation,False,1144169,63.86280059814453,"[385, 6306]","['▁an', '▁equation']",2
60,inconceivable_syntactic,quite,False,319794990,73.52375984191895,[3755],['▁quite'],1
61,probable,the beach,False,32437831,31.916379928588867,"[278, 25695]","['▁the', '▁beach']",2
61,improbable,the desert,False,8657001,13.678550720214844,"[278, 18197]","['▁the', '▁desert']",2
61,impossible,the sun,False,59169216,15.727996826171875,"[278, 6575]","['▁the', '▁sun']",2
61,inconceivable,a verb,False,1696488,11.949539184570312,"[263, 9750]","['▁a', '▁verb']",2
61,inconceivable_syntactic,while,False,993943986,14.177083969116211,[1550],['▁while'],1
62,probable,a wrench,False,843126,24.070262908935547,"[263, 281, 4615]","['▁a', '▁w', 'rench']",3
62,improbable,chopsticks,False,985010,13.495445251464844,"[521, 459, 303, 7358]","['▁ch', 'op', 'st', 'icks']",4
62,impossible,a house,False,27791540,12.156009674072266,"[263, 3699]","['▁a', '▁house']",2
62,inconceivable,a dream,False,16492327,11.840105056762695,"[263, 12561]","['▁a', '▁dream']",2
62,inconceivable_syntactic,put,False,554375674,16.63351058959961,[1925],['▁put'],1
63,probable,a pie,False,1847958,17.577648162841797,"[263, 5036]","['▁a', '▁pie']",2
63,improbable,a salad,False,2607562,13.911247253417969,"[263, 4497, 328]","['▁a', '▁sal', 'ad']",3
63,impossible,a cherry,False,875584,12.005329132080078,"[263, 14954, 719]","['▁a', '▁cher', 'ry']",3
63,inconceivable,honesty,False,11560545,18.292903900146484,"[4207, 14596]","['▁hon', 'esty']",2
63,inconceivable_syntactic,below,False,302423059,16.423940658569336,[2400],['▁below'],1
64,probable,a key,False,41744032,14.536619186401367,"[263, 1820]","['▁a', '▁key']",2
64,improbable,a screwdriver,False,865649,10.134696960449219,"[263, 885, 3973, 9465]","['▁a', '▁sc', 'rew', 'driver']",4
64,impossible,a marshmallow,False,173795,7.790327072143555,"[263, 1766, 845, 29885, 9536]","['▁a', '▁mar', 'sh', 'm', 'allow']",5
64,inconceivable,a lie,False,4989668,12.558937072753906,"[263, 3804]","['▁a', '▁lie']",2
64,inconceivable_syntactic,off,False,1050347885,17.996549606323242,[1283],['▁off'],1
65,probable,shampoo,False,9350388,13.14544677734375,"[528, 314, 1129, 29877]","['▁sh', 'am', 'po', 'o']",4
65,improbable,detergent,False,4831844,12.906789779663086,"[270, 1308, 5362]","['▁d', 'eter', 'gent']",3
65,impossible,a rainbow,False,1751876,12.64643669128418,"[263, 17251, 17729]","['▁a', '▁rain', 'bow']",3
65,inconceivable,applause,False,4053380,16.476869583129883,"[623, 433, 1509]","['▁app', 'la', 'use']",3
65,inconceivable_syntactic,if,False,3147114667,18.65386962890625,[565],['▁if'],1
66,probable,leather,False,33263632,20.572662353515625,"[454, 1624]","['▁le', 'ather']",2
66,improbable,wood,False,99059143,15.493631362915039,[8112],['▁wood'],1
66,impossible,stars,False,78455858,15.475034713745117,[10819],['▁stars'],1
66,inconceivable,traffic,False,109219710,22.603988647460938,[12469],['▁traffic'],1
66,inconceivable_syntactic,there,False,2476300255,36.86332702636719,[727],['▁there'],1
67,probable,paper,False,274465797,52.87480354309082,[5650],['▁paper'],1
67,improbable,a dress,False,5071176,62.496185302734375,"[263, 10714]","['▁a', '▁dress']",2
67,impossible,ketchup,False,2520503,45.39299011230469,"[413, 3486, 786]","['▁k', 'etch', 'up']",3
67,inconceivable,gossip,False,6571261,29.634475708007812,"[330, 2209, 666]","['▁g', 'oss', 'ip']",3
67,inconceivable_syntactic,any,False,1805722616,35.18867492675781,[738],['▁any'],1
68,probable,a pen,False,9305288,11.332511901855469,"[263, 6584]","['▁a', '▁pen']",2
68,improbable,a stylus,False,391040,9.335994720458984,"[263, 380, 2904, 375]","['▁a', '▁st', 'yl', 'us']",4
68,impossible,a snowflake,False,242470,16.545772552490234,"[263, 15007, 29888, 433, 446]","['▁a', '▁snow', 'f', 'la', 'ke']",5
68,inconceivable,a marathon,False,2720549,14.835596084594727,"[263, 1766, 25206]","['▁a', '▁mar', 'athon']",3
68,inconceivable_syntactic,among,False,295580500,18.914222717285156,[4249],['▁among'],1
69,probable,a chalkboard,False,294951,8.872509002685547,"[263, 521, 2235, 3377]","['▁a', '▁ch', 'alk', 'board']",4
69,improbable,a billboard,False,565779,10.688543319702148,"[263, 11118, 3377]","['▁a', '▁bill', 'board']",3
69,impossible,an atom,False,1130952,13.857126235961914,"[385, 12301]","['▁an', '▁atom']",2
69,inconceivable,a scream,False,1098772,10.22648811340332,"[263, 885, 1633]","['▁a', '▁sc', 'ream']",3
69,inconceivable_syntactic,across,False,388073249,14.85896110534668,[4822],['▁across'],1
